question_id,question,answer,question_type,source_filenames,source_sections,source_chunk_ids,is_impossible,dataset_split,question_tr,answer_tr
QA0251,What specific legal or regulatory framework must the AI system adhere to before being deployed?,The policy text does not specify the specific legal or regulatory framework that the AI system must adhere to.,negative,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,17,True,train,Yapay zeka sisteminin devreye alınmadan önce hangi yasal veya düzenleyici çerçeveye uyması gerekiyor?,"Politika metni, yapay zeka sisteminin uyması gereken belirli yasal veya düzenleyici çerçeveyi belirtmemektedir."
QA0252,What are the potential limitations on the use of an AI system according to this policy?,This policy states that an AI system's use may be restricted by terms of use or contractual limitations. These restrictions can prevent the use of an AI system in a way that would otherwise be legally compliant and ethically sound.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,10,False,train,Bu politikaya göre bir yapay zeka sisteminin kullanımına ilişkin potansiyel sınırlamalar nelerdir?,"Bu politika, bir AI sisteminin kullanımının kullanım koşulları veya sözleşmeye bağlı sınırlamalar nedeniyle kısıtlanabileceğini belirtir.Bu kısıtlamalar, bir yapay zeka sisteminin yasal olarak uyumlu ve etik açıdan sağlam olacak şekilde kullanılmasını engelleyebilir."
QA0253,Who is responsible for ensuring that the organization's configuration enforcement system enforces the approved configurations?,The organization is responsible for establishing and maintaining a configuration enforcement system that enforces the approved operating system and application configurations on all computing systems.,simple,SANS_Configuration_Management_Policy_April2025.pdf,Safeguards,2,False,train,Kuruluşun konfigürasyon uygulama sisteminin onaylanmış konfigürasyonları zorunlu kılmasını sağlamaktan kim sorumludur?,"Kuruluş, onaylanmış işletim sistemi ve uygulama yapılandırmalarını tüm bilgi işlem sistemlerinde uygulayan bir yapılandırma uygulama sisteminin kurulmasından ve sürdürülmesinden sorumludur."
QA0254,"What are some activities that are considered unacceptable use of company resources, and what are the consequences of violating these rules?","The company prohibits activities that violate the rights of individuals or companies protected by copyright, trade secret, patent, or other intellectual property laws, including the installation or distribution of 'pirated' software. Unauthorized copying of copyrighted material, like digitizing photos or distributing music, is strictly prohibited. Additionally, accessing data or accounts for non-business purposes is unacceptable. Violating these rules can result in disciplinary action, including termination of employment.",complex,SANS_Acceptable_Use_Standard_April2025.pdf|SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards|Safeguards,2|3,False,train,Şirket kaynaklarının kabul edilemez kullanımı olarak değerlendirilen bazı faaliyetler nelerdir ve bu kuralların ihlal edilmesinin sonuçları nelerdir?,"Şirket, 'korsan' yazılımın kurulumu veya dağıtımı da dahil olmak üzere, bireylerin veya şirketlerin telif hakkı, ticari sır, patent veya diğer fikri mülkiyet yasalarıyla korunan haklarını ihlal eden faaliyetleri yasaklar.Fotoğrafların dijital ortama aktarılması veya müzik dağıtılması gibi telif hakkıyla korunan materyalin izinsiz kopyalanması kesinlikle yasaktır.Ayrıca verilere veya hesaplara ticari olmayan amaçlarla erişim kabul edilemez.Bu kuralların ihlal edilmesi, iş akdinin feshi de dahil olmak üzere disiplin cezasıyla sonuçlanabilir."
QA0255,"What are the potential consequences for non-compliance with the Access Control Lists (ACLs) policy, as outlined in the document?","Non-compliance with the ACLs policy may result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Access_Management_Policy_April2025.pdf|SANS_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train,Belgede belirtildiği gibi Erişim Kontrol Listeleri (ACL'ler) politikasına uyulmamasının olası sonuçları nelerdir?,"ACL politikasına uyulmaması, zorunlu tazeleme eğitimi ve yazılı uyarılardan, uzaktan erişim ayrıcalıklarının geçici olarak askıya alınmasına ve ciddi durumlarda iş akdinin veya sözleşmeden doğan yükümlülüklerin feshine kadar değişen disiplin cezalarıyla sonuçlanabilir.İhlallerin yasa dışı faaliyetleri içermesi durumunda bireyler geçerli yasalar kapsamında yasal sonuçlarla da karşılaşabilir."
QA0256,What actions can be taken by individuals who violate this policy?,"Non-compliance with this policy can result in disciplinary action ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Cloud_Service_Provider_Management_Policy_April2025.pdf,Safeguards,1,False,train,Bu politikayı ihlal eden kişiler ne gibi işlemler yapabilir?,"Bu politikaya uyulmaması, zorunlu tazeleme eğitimi ve yazılı uyarılardan, uzaktan erişim ayrıcalıklarının geçici olarak askıya alınmasına ve ciddi durumlarda iş akdinin veya sözleşmeden doğan yükümlülüklerin feshine kadar uzanan disiplin cezalarıyla sonuçlanabilir."
QA0257,What should the organization's documented physical security program include?,The documented physical security program should define safeguards for logging physical access to the organization's facilities.,simple,SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards,2,False,train,Kuruluşun belgelenmiş fiziksel güvenlik programı neleri içermelidir?,"Belgelenen fiziksel güvenlik programı, kuruluşun tesislerine fiziksel erişimin günlüğe kaydedilmesine yönelik önlemleri tanımlamalıdır."
QA0258,What should be the basis for the remediation of cybersecurity vulnerabilities?,Cybersecurity vulnerabilities tracked by the organization's issue-tracking system must be remediated in accordance with the organization's documented Service Level Agreements (SLAs).,simple,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards,2,False,train,Siber güvenlik açıklarının iyileştirilmesinin temeli ne olmalıdır?,"Kuruluşun sorun izleme sistemi tarafından takip edilen siber güvenlik açıkları, kuruluşun belgelenen Hizmet Seviyesi Anlaşmalarına (SLA'lar) uygun olarak düzeltilmelidir."
QA0259,What types of threats does this policy address?,This policy addresses threats such as natural disasters and intentional or unintentional physical threats to infrastructure.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.5,0,False,train,Bu politika ne tür tehditleri ele alıyor?,"Bu politika, doğal afetler ve altyapıya yönelik kasıtlı veya kasıtsız fiziksel tehditler gibi tehditleri ele alır."
QA0260,What are the secure coding principles to be applied in software development?,The policy outlines that secure coding principles should be applied to software development.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.28,0,False,train,Yazılım geliştirmede uygulanacak güvenli kodlama ilkeleri nelerdir?,"Politika, güvenli kodlama ilkelerinin yazılım geliştirmeye uygulanması gerektiğini özetlemektedir."
QA0261,What are the potential consequences of violating this policy?,Non-compliance with this policy may result in disciplinary action in line with the corporation's human resources procedures. Consequences may range from mandatory refresher training and written warnings to temporary suspension.,simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,9,False,train,Bu politikayı ihlal etmenin olası sonuçları nelerdir?,"Bu politikaya uyulmaması, şirketin insan kaynakları prosedürlerine uygun olarak disiplin cezasıyla sonuçlanabilir.Bunun sonuçları zorunlu tazeleme eğitimi ve yazılı uyarılardan geçici uzaklaştırmaya kadar değişebilir."
QA0262,"According to the policies, how does the organization ensure that its cybersecurity safeguards are appropriately documented and enforced?","The organization ensures that its cybersecurity safeguards are appropriately documented and enforced by defining a detailed and documented list of all appropriate cybersecurity safeguards, including their scope of applicability, sanctions for violations, mappings to regulatory or standards-based requirements, a business stakeholder responsible for each safeguard, job roles that must be aware of each safeguard, and a quantifiable measure of success. This comprehensive documentation ensures that the organization's cybersecurity safeguards are clearly understood and enforced to achieve the goals defined in its cybersecurity program charter.",complex,SANS_Safeguard_Selection_Management_Policy_April2025.pdf|SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train,"Politikalara göre kuruluş, siber güvenlik önlemlerinin uygun şekilde belgelenmesini ve uygulanmasını nasıl sağlıyor?","Kuruluş, uygulanabilirlik kapsamları, ihlallere yönelik yaptırımlar, düzenleyici veya standartlara dayalı gereksinimlerle eşlemeler, her bir korumadan sorumlu bir iş paydaşı, her bir koruma önleminden haberdar olması gereken iş rolleri ve ölçülebilir bir başarı ölçüsü de dahil olmak üzere tüm uygun siber güvenlik önlemlerinin ayrıntılı ve belgelenmiş bir listesini tanımlayarak siber güvenlik önlemlerinin uygun şekilde belgelenmesini ve uygulanmasını sağlar.Bu kapsamlı belgeler, kuruluşun siber güvenlik önlemlerinin açıkça anlaşılmasını ve siber güvenlik programı tüzüğünde tanımlanan hedeflere ulaşmak için uygulanmasını sağlar."
QA0263,What is the purpose of the AI system use requirement?,"The requirement aims to ensure that the use of AI systems adheres to legal, ethical, transparent, and necessary standards.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,17,False,train,Yapay zeka sistemi kullanım gereksiniminin amacı nedir?,"Gereklilik, yapay zeka sistemlerinin kullanımının yasal, etik, şeffaf ve gerekli standartlara uygun olmasını sağlamayı amaçlamaktadır."
QA0264,What are the specific guidelines for data governance and management practices for high-risk AI systems?,The provided policy snippet does not specify the guidelines for data governance and management practices for high-risk AI systems.,negative,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,20,True,train,Yüksek riskli yapay zeka sistemleri için veri yönetişimi ve yönetimi uygulamalarına yönelik özel kurallar nelerdir?,"Sağlanan politika pasajı, yüksek riskli yapay zeka sistemleri için veri yönetişimi ve yönetimi uygulamalarına ilişkin yönergeleri belirtmemektedir."
QA0265,What are potential consequences for non-compliance with this policy?,"Non-compliance may result in disciplinary actions including mandatory training, written warnings, temporary suspension of remote access privileges, and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Asset_Management_Policy_April2025.pdf,Policy Sanctions,0,False,train,Bu politikaya uyulmamasının olası sonuçları nelerdir?,"Uyumsuzluk, zorunlu eğitim, yazılı uyarılar, uzaktan erişim ayrıcalıklarının geçici olarak askıya alınması ve ciddi durumlarda iş akdinin veya sözleşmeden doğan yükümlülüklerin feshi dahil olmak üzere disiplin işlemleriyle sonuçlanabilir."
QA0266,"Where can database usernames and passwords be stored, according to the company's security policies?","According to the company's security policies, database usernames and passwords can be stored in a file separate from the executing body of the program's code, or on the database server. In the case of storing them on the database server, a hash function number identifying the credentials may be stored in the executing body of the program's code.",complex,SANS_Database_Credentials_Standard_April2025.pdf|SANS_Database_Credentials_Standard_April2025.pdf,full|full,1|2,False,train,Şirketin güvenlik politikalarına göre veritabanı kullanıcı adları ve şifreleri nerede saklanabilir?,"Şirketin güvenlik politikalarına göre, veritabanı kullanıcı adları ve şifreleri, program kodunun yürütücü gövdesinden ayrı bir dosyada veya veritabanı sunucusunda saklanabilir.Bunların veritabanı sunucusunda saklanması durumunda, kimlik bilgilerini tanımlayan bir karma işlev numarası, program kodunun yürütme gövdesinde saklanabilir."
QA0267,What is the minimum key length for RSA algorithms according to the policy?,The RSA algorithm must use a key length of 2048 bits.,simple,SANS_Acceptable_Encryption_Standard_April2025.pdf,full,1,False,train,Politikaya göre RSA algoritmaları için minimum anahtar uzunluğu nedir?,RSA algoritması 2048 bitlik bir anahtar uzunluğu kullanmalıdır.
QA0268,Who is responsible for information security?,The employment contractual agreements should state the responsibilities for information security for both the personnel and the organization.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_6.2,0,False,train,Bilgi güvenliğinden kim sorumlu?,İş sözleşmesi anlaşmalarında hem personel hem de kuruluş için bilgi güvenliğine ilişkin sorumluluklar belirtilmelidir.
QA0269,"According to the policy documents, what should YourCompanyName Representatives consider before using AI at YourCompanyName, and where can they find further guidance on the use of AI at YourCompanyName?","YourCompanyName Representatives should consult with their manager before using any AI at YourCompanyName, whether for personal business tasks or more complex business processes. Further guidance on the use of AI can be found in the Prohibited Uses section of the policy documents and the High-Risk Use of AI Systems section, as well as in existing approved YourCompanyName software, which may include embedded AI tools.",complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,4|5,False,train,"Politika belgelerine göre, YourCompanyName Temsilcileri, YourCompanyName'de yapay zekayı kullanmadan önce neleri dikkate almalıdırlar ve YourCompanyName'de yapay zekanın kullanımına ilişkin daha fazla kılavuzu nerede bulabilirler?","ŞirketAdınız Temsilcileri, kişisel iş görevleri veya daha karmaşık iş süreçleri için ŞirketAdınız'da herhangi bir yapay zekayı kullanmadan önce yöneticilerine danışmalıdır.Yapay zeka kullanımına ilişkin daha fazla rehberlik, politika belgelerinin Yasaklanmış Kullanımlar bölümünde ve Yapay Zeka Sistemlerinin Yüksek Riskli Kullanımı bölümünde ve ayrıca gömülü yapay zeka araçlarını içerebilecek mevcut onaylı YourCompanyName yazılımında bulunabilir."
QA0270,What is the purpose of DTA-16?,"DTA-16 requires the data inventory system to log and alert events related to the data managed by the organization, such as access, changes, and deletions.",simple,SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards,2,False,train,DTA-16'nın amacı nedir?,"DTA-16, veri envanter sisteminin kuruluş tarafından yönetilen verilerle ilgili erişim, değişiklik ve silme gibi olayları günlüğe kaydetmesini ve uyarmasını gerektirir."
QA0271,"What are the specific security measures required for software application developers to ensure data privacy in their applications, as outlined in these policies?",The policies require developers to utilize organization and industry-approved encryption algorithms and data exchange protocols. They also need to perform error handling and include data privacy values in their applications. Developers must also avoid accessing the organization's production application systems with privileged access.,complex,SANS_Software_Development_Management_Policy_April2025.pdf|SANS_Software_Development_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train,"Bu politikalarda ana hatlarıyla belirtildiği gibi, yazılım uygulaması geliştiricilerinin uygulamalarında veri gizliliğini sağlamak için gerekli olan özel güvenlik önlemleri nelerdir?","Politikalar, geliştiricilerin organizasyon ve endüstri tarafından onaylanmış şifreleme algoritmalarını ve veri alışverişi protokollerini kullanmasını gerektirir.Ayrıca hata yönetimi yapmaları ve uygulamalarında veri gizliliği değerlerine yer vermeleri gerekiyor.Geliştiriciler ayrıca kuruluşun üretim uygulama sistemlerine ayrıcalıklı erişimle erişmekten de kaçınmalıdır."
QA0272,What are the requirements for securing a company-owned mobile device that connects to the internal network?,"According to the policy, all mobile and computing devices that connect to the internal network must comply with the Minimum Access Policy.  This policy likely includes requirements like passwords, access restrictions, and secure lock screen settings, as outlined in the Password Policy and the security policy for mobile devices.",complex,SANS_Acceptable_Use_Standard_April2025.pdf|SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards|Safeguards,0|1,False,train,"Dahili ağa bağlanan, şirkete ait bir mobil cihazın güvenliğini sağlamaya yönelik gereksinimler nelerdir?","Politikaya göre, iç ağa bağlanan tüm mobil ve bilgi işlem cihazlarının Minimum Erişim Politikasına uyması gerekiyor.Bu politika muhtemelen Şifre Politikası ve mobil cihazlara yönelik güvenlik politikasında belirtildiği gibi şifreler, erişim kısıtlamaları ve güvenli kilit ekranı ayarları gibi gereksinimleri içerir."
QA0273,What are the potential consequences for an employee who violates the company's blogging policy?,"Employees who violate the company's blogging policy may face disciplinary action, including mandatory refresher training, written warnings, and even temporary suspension, depending on the severity of the violation. These consequences are in line with the company's human resources procedures.",complex,SANS_Acceptable_Use_Standard_April2025.pdf|SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards|Safeguards,8|9,False,train,Şirketin blog yazma politikasını ihlal eden bir çalışan için olası sonuçlar nelerdir?,"Şirketin blog yazma politikasını ihlal eden çalışanlar, ihlalin ciddiyetine bağlı olarak zorunlu tazeleme eğitimi, yazılı uyarılar ve hatta geçici uzaklaştırma dahil olmak üzere disiplin cezalarıyla karşı karşıya kalabilir.Bu sonuçlar şirketin insan kaynakları prosedürleriyle uyumludur."
QA0274,Who is responsible for ensuring that the organization's Identity Providers (IDPs) require MFA for all privileged accounts?,The organization is responsible for ensuring that its Identity Providers (IDPs) require Multi-Factor Authentication (MFA) for all privileged accounts.,simple,SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards,1,False,train,Kuruluşun Kimlik Sağlayıcılarının (ÜİYOK'ler) tüm ayrıcalıklı hesaplar için MFA'ya ihtiyaç duymasını sağlamaktan kim sorumludur?,"Kuruluş, Kimlik Sağlayıcılarının (IDP'ler) tüm ayrıcalıklı hesaplar için Çok Faktörlü Kimlik Doğrulamaya (MFA) ihtiyaç duymasını sağlamaktan sorumludur."
QA0275,What are the potential consequences of non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, ranging from mandatory training and warnings to suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Network_Device_Management_Policy_April2025.docx,Policy Sanctions,0,False,train,Bu politikaya uyulmamasının olası sonuçları nelerdir?,"Bu politikaya uyulmaması, zorunlu eğitim ve uyarılardan uzaktan erişim ayrıcalıklarının askıya alınmasına ve ciddi durumlarda iş akdinin veya sözleşmeden doğan yükümlülüklerin feshine kadar uzanan disiplin cezalarıyla sonuçlanabilir."
QA0276,"The policy requires the organization to implement safeguards for both physical access devices and environmental protection.  What specific safeguards are required for managing technology assets, including their classification level and handling, as well as environmental protection of the organization's facilities?","The organization must implement safeguards in its physical security program to address the handling of physical access devices, such as keys or cards, and the classification level of technology assets. Additionally, the program must include environmental safeguards to protect facilities and technology assets, including logging physical access to the facilities and performing regular physical penetration tests.",complex,SANS_Physical_Security_Management_Policy_April2025.pdf|SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train,"Politika, kuruluşun hem fiziksel erişim cihazları hem de çevrenin korunması için koruma önlemleri uygulamasını gerektirir.Kuruluş tesislerinin çevre korumasının yanı sıra, sınıflandırma düzeyleri ve kullanımları da dahil olmak üzere, teknoloji varlıklarını yönetmek için hangi özel önlemler gereklidir?","Kuruluş, anahtarlar veya kartlar gibi fiziksel erişim cihazlarının işlenmesini ve teknoloji varlıklarının sınıflandırma düzeyini ele almak için fiziksel güvenlik programında koruma önlemleri uygulamalıdır.Ek olarak program, tesislere fiziksel erişimin günlüğe kaydedilmesi ve düzenli fiziksel sızma testlerinin gerçekleştirilmesi de dahil olmak üzere tesisleri ve teknoloji varlıklarını korumaya yönelik çevresel önlemleri içermelidir."
QA0277,Who is responsible for managing information security incidents?,"The organization should define, establish, and communicate information security incident management processes, roles, and responsibilities to prepare for managing information security incidents.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.24,0,False,train,Bilgi güvenliği olaylarının yönetilmesinden kim sorumludur?,"Kuruluş, bilgi güvenliği olaylarını yönetmeye hazırlanmak için bilgi güvenliği olay yönetimi süreçlerini, rollerini ve sorumluluklarını tanımlamalı, oluşturmalı ve iletmelidir."
QA0278,What is prohibited under the policy regarding unsolicited email messages?,"Unsolicited email messages, including unsolicited advertising material, are prohibited. This includes harassment via email, text, or other forms of communication.",simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,7,False,train,İstenmeyen e-posta iletileriyle ilgili politika kapsamında neler yasaklanmıştır?,"İstenmeyen reklam materyalleri de dahil olmak üzere istenmeyen e-posta mesajları yasaktır.Buna e-posta, mesaj veya diğer iletişim biçimleri yoluyla taciz de dahildir."
QA0279,"According to the policy documents, what is the recommended algorithm for symmetric encryption and what is the recommended algorithm for asymmetric encryption?",The policy strongly recommends the Advanced Encryption Standard (AES) for symmetric encryption. The policy strongly recommends the RSA and Elliptic Curve Cryptography (ECC) algorithms for asymmetric encryption.,complex,SANS_Acceptable_Encryption_Standard_April2025.pdf|SANS_Acceptable_Encryption_Standard_April2025.pdf,full|full,0|1,False,train,Politika belgelerine göre simetrik şifreleme için önerilen algoritma nedir ve asimetrik şifreleme için önerilen algoritma nedir?,"Politika, simetrik şifreleme için Gelişmiş Şifreleme Standardı'nı (AES) şiddetle önerir.Politika, asimetrik şifreleme için RSA ve Eliptik Eğri Şifreleme (ECC) algoritmalarını önemle önerir."
QA0280,Who is responsible for maintaining the organization's cybersecurity threat taxonomy?,The organization is responsible for maintaining the organization's cybersecurity threat taxonomy.,simple,SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Safeguards,0,False,train,Kuruluşun siber güvenlik tehdidi sınıflandırmasının sürdürülmesinden kim sorumludur?,"Kuruluş, kuruluşun siber güvenlik tehdidi sınıflandırmasının sürdürülmesinden sorumludur."
QA0281,What are the potential consequences of non-compliance with this policy?,"Non-compliance may result in disciplinary action, including mandatory training, written warnings, temporary suspension of remote access, and, in severe cases, termination of employment or contractual obligations.  Individuals may also face legal consequences under applicable laws if violations involve illegal activities.",simple,SANS_System_Protection_Management_Policy_April2025.pdf,Policy Sanctions,0,False,train,Bu politikaya uyulmamasının olası sonuçları nelerdir?,"Uyumsuzluk, zorunlu eğitim, yazılı uyarılar, uzaktan erişimin geçici olarak askıya alınması ve ciddi durumlarda iş akdinin veya sözleşmeden doğan yükümlülüklerin feshedilmesi dahil olmak üzere disiplin cezalarıyla sonuçlanabilir.İhlallerin yasa dışı faaliyetleri içermesi durumunda bireyler geçerli yasalar kapsamında yasal sonuçlarla da karşılaşabilir."
QA0282,Who is responsible for establishing and implementing access control rules?,Organizations must establish and implement access control rules based on business and information security requirements.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.15,0,False,train,Erişim kontrolü kurallarının oluşturulmasından ve uygulanmasından kim sorumludur?,"Kuruluşlar, iş ve bilgi güvenliği gereksinimlerine dayalı olarak erişim kontrolü kuralları oluşturmalı ve uygulamalıdır."
QA0283,Who should the organization maintain contact with?,The organization should establish and maintain contact with special interest groups or other specialist security forums and professional associations.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.6,0,False,train,Kuruluş kiminle iletişim halinde olmalıdır?,"Kuruluş, özel çıkar grupları veya diğer uzman güvenlik forumları ve mesleki derneklerle iletişim kurmalı ve bu ilişkileri sürdürmelidir."
QA0284,Who must approve a request for the use of an AI system?,A requester must obtain the approval of their manager prior to submitting a request to the AI Committee.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,18,False,train,Yapay zeka sisteminin kullanımına ilişkin talebi kimin onaylaması gerekir?,"Talepte bulunan kişi, AI Komitesine talepte bulunmadan önce yöneticisinin onayını almalıdır."
QA0285,Who is responsible for protecting digital assets?,The individual is responsible for protecting our digital assets.,simple,SANS_Database_Credentials_Standard_April2025.pdf,full,5,False,train,Dijital varlıkların korunmasından kim sorumludur?,"Birey, dijital varlıklarımızı korumaktan sorumludur."
QA0286,Who is responsible for ensuring compliance with this policy?,Individuals are responsible for ensuring compliance with this policy.  The policy emphasizes the critical importance of cybersecurity and the individual's role in protecting our digital assets.,simple,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards,2,False,train,Bu politikaya uygunluğun sağlanmasından kim sorumludur?,"Bu politikaya uygunluğun sağlanmasından bireyler sorumludur.Politika, siber güvenliğin kritik önemini ve dijital varlıklarımızı korumada bireyin rolünü vurgulamaktadır."
QA0287,What restrictions apply to employees' use of <Company Name>’s systems for blogging?,"Employees are permitted to use <Company Name>’s systems for blogging, but only in limited and occasional circumstances. These circumstances must be professional, responsible, and not detrimental to <Company Name>’s best interests or interfere with their regular work duties.",simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,8,False,train,Çalışanların <Şirket Adı>'nın blog yazma sistemlerini kullanması konusunda hangi kısıtlamalar geçerlidir?,"Çalışanların <Şirket Adı> sistemlerini blog yazmak için kullanmalarına izin verilir, ancak yalnızca sınırlı ve ara sıra durumlarda.Bu koşullar profesyonel, sorumlu olmalı ve <Şirket Adı>'nın çıkarlarına zarar vermemeli veya normal iş görevlerine müdahale etmemelidir."
QA0288,"What is the process for determining which cybersecurity safeguards are mandatory for third-party vendors, and how is this information communicated to the vendors?","The organization's third-party contract language includes provisions requiring all third parties to implement cybersecurity safeguards, with provisions defining which safeguards are mandatory and which are optional.  This information is communicated to the vendors in the agreed-upon contract terms, ensuring clarity on the required cybersecurity measures.",complex,SANS_Third_Party_Management_Policy_April2025.pdf|SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train,Üçüncü taraf satıcılar için hangi siber güvenlik önlemlerinin zorunlu olduğunu belirleme süreci nedir ve bu bilgiler satıcılara nasıl iletilir?,"Kuruluşun üçüncü taraf sözleşme dili, tüm üçüncü tarafların siber güvenlik önlemlerini uygulamasını gerektiren hükümleri içerir ve hangi önlemlerin zorunlu, hangilerinin isteğe bağlı olduğunu tanımlayan hükümler içerir.Bu bilgiler, üzerinde anlaşılan sözleşme koşullarında satıcılara iletilerek gerekli siber güvenlik önlemlerine ilişkin netlik sağlanır."
QA0289,What are the specific procedures for conducting a red team cybersecurity assessment?,The policy snippet does not specify the procedures for conducting a red team cybersecurity assessment.,negative,SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards,1,True,train,Kırmızı takım siber güvenlik değerlendirmesi yürütmek için özel prosedürler nelerdir?,"Politika pasajı, kırmızı ekip siber güvenlik değerlendirmesinin yürütülmesine ilişkin prosedürleri belirtmemektedir."
QA0290,"Which of the following is a requirement for the organization's Governance, Risk, and Compliance (GRC) or similar platform, as defined in the policy snippets?","The GRC or similar platform must document and inventory all third parties that store or process the organization's technology systems or data, maintain a complete data inventory of all data stored or processed by such third-parties, and document the demographics of all such third parties (such as business owner, criticality, whether data is shared).",complex,SANS_Third_Party_Management_Policy_April2025.pdf|SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train,"Aşağıdakilerden hangisi, politika snippet'lerinde tanımlandığı şekliyle kuruluşun Yönetişim, Risk ve Uyumluluk (GRC) veya benzer platformu için bir gerekliliktir?","GRC veya benzeri platform, kuruluşun teknoloji sistemlerini veya verilerini saklayan veya işleyen tüm üçüncü tarafları belgelemeli ve envanterini çıkarmalı, bu tür üçüncü taraflarca depolanan veya işlenen tüm verilerin tam bir veri envanterini tutmalı ve bu tür tüm üçüncü tarafların demografik bilgilerini (işletme sahibi, kritiklik, verilerin paylaşılıp paylaşılmadığı gibi) belgelemelidir."
QA0291,Which security measures are required for passwords in the organization's Identity Providers (IDPs)?,"The policy mandates that passwords be stored encrypted and hashed using salts, passwords be transmitted only when encrypted, and unused accounts be automatically disabled after a period of inactivity.",simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,3,False,train,Kuruluşun Kimlik Sağlayıcılarındaki (IDP'ler) parolalar için hangi güvenlik önlemleri gereklidir?,"Politika, şifrelerin şifrelenmiş olarak saklanmasını ve tuzlar kullanılarak karma hale getirilmesini, şifrelerin yalnızca şifrelendiğinde iletilmesini ve kullanılmayan hesapların belirli bir süre işlem yapılmaması durumunda otomatik olarak devre dışı bırakılmasını zorunlu kılar."
QA0292,Where should database user names and passwords be stored?,"Database user names and passwords should be stored in a separate source file, physically separated from the other areas of your code.",simple,SANS_Database_Credentials_Standard_April2025.pdf,full,3,False,train,Veritabanı kullanıcı adları ve şifreleri nerede saklanmalıdır?,"Veritabanı kullanıcı adları ve parolaları, kodunuzun diğer alanlarından fiziksel olarak ayrılmış, ayrı bir kaynak dosyada saklanmalıdır."
QA0293,What are the potential consequences of non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, including mandatory refresher training, written warnings, temporary suspension of remote access privileges, and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Acquisition_Assessment_Standard_April2025.pdf,Policy Sanctions,0,False,train,Bu politikaya uyulmamasının olası sonuçları nelerdir?,"Bu politikaya uyulmaması, zorunlu tazeleme eğitimi, yazılı uyarılar, uzaktan erişim ayrıcalıklarının geçici olarak askıya alınması ve ciddi durumlarda iş akdinin veya sözleşmeden doğan yükümlülüklerin feshi dahil olmak üzere disiplin cezalarıyla sonuçlanabilir."
