question_id,question,answer,question_type,source_filenames,source_sections,source_chunk_ids,is_impossible
SIMP0250,What encryption algorithm must be used for all wireless connections?,The policy specifies that AES-CCMP encryption must be used for all wireless connections.,simple,SANS_Internal_Network_Access_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0251,What are the potential consequences for employees who violate the cybersecurity policy?,"The consequences for violating the cybersecurity policy can range from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Internal_Network_Access_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0252,Who is responsible for enforcing the cybersecurity policy?,"The policy emphasizes the critical importance of cybersecurity, the individual's role in protecting our digital assets, and the potential risks associated with policy violations. Enforcement will be consistent and impartial, with the severity of the action corresponding directly to the seriousness of the breach.",simple,SANS_Internal_Network_Access_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0253,What are the potential consequences for non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, ranging from mandatory training and warnings to suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Internet_Usage_Standard_April2025.pdf,Policy Sanctions,0,False
SIMP0254,Which organization-level requirements are associated with maintaining logs?,"The organization is required to maintain at least three enterprise-managed time sources for information systems, ensure appropriate logging on all computing systems, network devices, business applications, and Cloud Service Providers (CSPs) and Software-as-a-Service (SaaS) platforms.",simple,SANS_Log_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0255,What is the purpose of the organization's aggregated information system logs?,The aggregated information system logs are intended to be used to track and alert authorized workforce members to appropriate events.,simple,SANS_Log_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0256,What is the purpose of regularly tuning an organization's aggregated information system?,The purpose of regularly tuning an organization's aggregated information system is to ensure appropriate log events are alerted to the appropriate workforce members.,simple,SANS_Log_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0257,Who is responsible for regularly reviewing the logs aggregated from the organization's information systems?,"The organization's regular log review process should include clear Service Level Agreements (SLAs) for who should monitor aggregated information system logs, such as a Security Operations Center (SOC).",simple,SANS_Log_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0258,What types of alerts are tracked by the log management system?,"The policy does not specify the types of alerts tracked by the log management system, only that a log management system should be implemented to track them.",simple,SANS_Log_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0259,Who is responsible for enforcing the policy?,"The policy states that enforcement will be consistent and impartial, with the severity of the action corresponding directly to the seriousness of the breach.",simple,SANS_Log_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0260,What are the potential consequences for individuals who violate this policy?,"The consequences for violating this policy can range from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Mobile_Device_Management_Policy_April2025.pdf,Policy Sanctions,0,False
SIMP0261,What is the purpose of the organization's Mobile Device Management (MDM) system?,"The MDM system is designed to enforce cybersecurity safeguards on each organization's mobile device, including phones and tablets.",simple,SANS_Mobile_Device_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0262,Which type of data is the MDM system intended to limit on mobile devices?,"The MDM system limits enterprise data on mobile devices to containerized, enterprise-managed applications.",simple,SANS_Mobile_Device_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0263,What is the purpose of the Mobile Device Management (MDM) system?,"The MDM system ensures mobile operating system updates are enforced on all organization's mobile devices, as well as detects and blocks jailbroken devices, and can remotely wipe data from lost or stolen devices.",simple,SANS_Mobile_Device_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0264,Which action does the MDM system take to protect data on lost or stolen devices?,The MDM system can remotely wipe data from its mobile devices if they are lost or stolen.,simple,SANS_Mobile_Device_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0265,What are the potential consequences of non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, ranging from mandatory training and warnings to suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Network_Device_Management_Policy_April2025.docx,Policy Sanctions,0,False
SIMP0266,What types of network devices are covered by this policy?,"This policy covers routers, switches, firewalls, and wireless access points.",simple,SANS_Network_Device_Management_Policy_April2025.docx,Purpose,0,False
SIMP0267,Why is network device management important?,"Network device management is important for minimizing the risk of unauthorized access, data breaches, and network disruptions, and for ensuring the availability, integrity, and confidentiality of network infrastructure.",simple,SANS_Network_Device_Management_Policy_April2025.docx,Purpose,0,False
SIMP0268,What is the purpose of maintaining an inventory of network devices?,Maintaining an inventory of network devices helps the organization achieve its overall mission and cybersecurity goals.,simple,SANS_Network_Device_Management_Policy_April2025.docx,Safeguards,0,False
SIMP0269,Which network management system is required to manage network devices?,The organization must maintain a network device management system to manage each approved network device.,simple,SANS_Network_Device_Management_Policy_April2025.docx,Safeguards,0,False
SIMP0270,What is the purpose of the network device management system?,"The network device management system is responsible for regularly scanning for new network devices, monitoring their status, logging and alerting when they are offline, performing IP Address Management (IPAM), recording netflow data, comparing configurations, and ensuring devices use the latest firmware.",simple,SANS_Network_Device_Management_Policy_April2025.docx,Safeguards,1,False
SIMP0271,Who is responsible for ensuring the network device management system performs IP Address Management (IPAM)?,"The organization's network device management system is responsible for performing IP Address Management (IPAM) for each network, including DHCP scopes.",simple,SANS_Network_Device_Management_Policy_April2025.docx,Safeguards,1,False
SIMP0272,Who is responsible for network device management within the organization?,"Network administrators, IT managers, and security personnel are all responsible for network device management processes.",simple,SANS_Network_Device_Management_Policy_April2025.docx,Scope,0,False
SIMP0273,Which network devices are covered by this policy?,"This policy covers all network devices, including routers, switches, firewalls, wireless access points, and other networking equipment.",simple,SANS_Network_Device_Management_Policy_April2025.docx,Scope,0,False
SIMP0274,What are potential consequences of non-compliance with this policy?,"Non-compliance may result in disciplinary action, including mandatory training, written warnings, temporary suspension of remote access, and, in severe cases, termination of employment or contractual obligations. Individuals may also face legal consequences depending on the nature of the violation.",simple,SANS_Password_Construction_Standard_April2025.pdf,Policy Sanctions,0,False
SIMP0275,What type of connections does the organization need to maintain an inventory of?,"The organization must maintain an inventory of all approved perimeter network connections, including those to the internet and third-party services.",simple,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0276,Which type of filtering does the organization's approved perimeter network firewalls perform for inbound and outbound connections?,"The organization's approved perimeter network firewalls perform protocol-based filtering for both inbound and outbound connections, including TCP, UDP, and similar protocols.",simple,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0277,What security measure is required to ensure only authorized users can remotely connect to the organization's network?,The organization's approved perimeter network firewalls require Multi-Factor Authentication (MFA) when authenticating all remote connections.,simple,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0278,Which security measure is used to encrypt all traffic between the organization's perimeter network and remote users?,Approved perimeter network firewalls use encrypted channels (such as TLS) when authenticating all remote connections.,simple,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0279,What is the purpose of PNA-16?,PNA-16 mandates that web-based URL filtering systems decrypt all TLS-encrypted traffic to facilitate web-based URL filtering.,simple,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0280,Who are the intended beneficiaries of PNA-23?,The policy requires the organization to maintain network deception technologies at its perimeter network connections to facilitate incident detection and management.,simple,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0281,What are the potential consequences for non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, ranging from mandatory training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if their violations involve illegal activities.",simple,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards,3,False
SIMP0282,Which actions are taken against individuals who violate this policy?,"Disciplinary action may include mandatory refresher training, written warnings, temporary suspension of remote access privileges, and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if their violations involve illegal activities.",simple,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards,3,False
SIMP0283,What is the purpose of the organization's documented physical security program?,The documented physical security program is designed to help the organization achieve its overall mission and the purpose of this cybersecurity policy.,simple,SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0284,Who is responsible for ensuring that the organization's documented physical security program defines safeguards for securely disposing of physical assets?,The organization is responsible for ensuring that the documented physical security program defines safeguards for securely disposing of physical assets.,simple,SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0285,What should the organization's documented physical security program include?,"The program should define safeguards to visibly mark the classification level of technology assets, protect facilities and technology assets, address access controls for physical computing devices, and define safeguards for removing technology assets from the organization's facilities.",simple,SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0286,Who is responsible for ensuring the organization's documented physical security program defines safeguards for how individuals can remove technology assets from the organization's facilities?,"The organization is responsible for defining safeguards for how individuals can remove technology assets from the organization's facilities, as stated in policy PHY-10.",simple,SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0287,What should the organization's documented physical security program include?,The documented physical security program should define safeguards for logging physical access to the organization's facilities.,simple,SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0288,What type of security tests should be performed regularly at each facility?,Regularly performing physical penetration tests ensures the organization's physical security safeguards operate as expected.,simple,SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0289,What are the potential consequences of non-compliance with this policy?,"Non-compliance may result in disciplinary action, including mandatory training, written warnings, temporary suspension of remote access privileges, and, in severe cases, termination of employment or contractual obligations. Legal consequences may also apply depending on the severity of the violation.",simple,SANS_Privacy_Management_Policy_April2025.pdf,Policy Sanctions,0,False
SIMP0290,Who is responsible for ensuring that the organization's documented privacy program defines a process for recording and maintaining an individual's privacy preferences?,The organization is responsible for ensuring that its documented privacy program defines a process for recording and maintaining an individual's privacy preferences.,simple,SANS_Privacy_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0291,Which safeguards are required to address data privacy?,"The policy requires the organization to implement safeguards that address data privacy, as defined by its documented privacy program.",simple,SANS_Privacy_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0292,Which process is defined in the policy for limiting the identification or inference of individuals when processing data?,The policy requires that the organization's documented privacy program define a process for limiting the identification or inference of individuals when processing data.,simple,SANS_Privacy_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0293,Who is informed about how their data is being used and the organization's privacy goals?,Customers and external business partners are informed about how their data is being used and the organization's privacy goals according to the policy.,simple,SANS_Privacy_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0294,What is the purpose of PRV-13?,PRV-13 focuses on establishing a process for individuals to request the deletion of their data from the organization's records.,simple,SANS_Privacy_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0295,Which process does PRV-14 describe?,"PRV-14 outlines the process for sharing data with third parties, ensuring it is only done with appropriate data.",simple,SANS_Privacy_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0296,Which systems must the organization maintain an inventory of privileged accounts on?,"The organization must maintain an inventory of privileged accounts on endpoint computing systems, server computing systems, network devices, enterprise business applications.",simple,SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0297,What is the requirement regarding privileged accounts on endpoint computing systems?,All privileged accounts on endpoint computing systems must be authorized and dedicated privileged accounts are required.,simple,SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0298,What is the primary purpose of PAM systems?,"PAM systems are used to document service, shared accounts, or shared secrets between workforce members, and to automatically rotate the credentials for each endpoint or server computing system and each network device.",simple,SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0299,Who is responsible for ensuring that the organization's Identity Providers (IDPs) require MFA for all privileged accounts?,The organization is responsible for ensuring that its Identity Providers (IDPs) require Multi-Factor Authentication (MFA) for all privileged accounts.,simple,SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0300,What is the purpose of the PAM-16 policy?,"The PAM-16 policy mandates that organizations' Identity Providers (IDPs) record and alert on account logon events for all privileged accounts, including successful and failed attempts.",simple,SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0301,What are the potential consequences for non-compliance with the PAM-16 policy?,"Non-compliance with the PAM-16 policy may result in disciplinary actions, ranging from mandatory training and warnings to suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. It is emphasized that violations may also lead to legal consequences.",simple,SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0302,Who is responsible for defining the cybersecurity program charter?,The organization is responsible for defining the cybersecurity program charter.,simple,SANS_Program_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0303,What is the ultimate goal of the cybersecurity program?,"The ultimate goal of the cybersecurity program is the confidentiality, integrity, and availability of the organization's information systems.",simple,SANS_Program_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0304,Who is responsible for defining the executive leadership sponsor for the organization's cybersecurity program?,The organization's cybersecurity program charter must define the executive leadership sponsor.,simple,SANS_Program_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0305,How should the authority of the stakeholder committee responsible for the program be established?,The cybersecurity program charter must establish the authority of the stakeholder committee.,simple,SANS_Program_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0306,Who is responsible for formally reviewing and updating the organization's cybersecurity program charter?,The organization's board of directors or executive leadership team is responsible for formally reviewing and updating the organization's cybersecurity program charter.,simple,SANS_Program_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0307,What are the potential consequences for non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action that can range from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Program_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0308,What are the potential consequences of non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, ranging from mandatory training and warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Resilience_Management_Policy_April2025.pdf,Policy Sanctions,0,False
SIMP0309,Who is responsible for maintaining the documented Business Continuity and Disaster Recovery (BCP/DR) program?,The organization is responsible for maintaining the documented Business Continuity and Disaster Recovery (BCP/DR) program.,simple,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0310,How does the organization ensure that its documented Incident Management (IM) plan defines workforce members' roles and responsibilities during a cybersecurity incident?,The organization ensures that its documented Incident Management (IM) plan defines workforce members' roles and responsibilities during a cybersecurity incident by including these details within the plan.,simple,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0311,Who is responsible for reporting cybersecurity incidents to those impacted by the incident?,The organization's documented Incident Management (IM) plan defines how to report a cybersecurity incident to those impacted by the incident.,simple,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0312,What is the purpose of documenting the Incident Management (IM) plan?,"The documented Incident Management (IM) plan defines how to handle cybersecurity incidents, including reporting to external groups, reporting to those impacted by the incident, and documenting incidents.",simple,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0313,What is the purpose of regularly testing the Incident Management (IM) plans?,The policy requires the organization to regularly test its Incident Management (IM) plans to ensure their effectiveness and preparedness for responding to cybersecurity incidents.,simple,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0314,Who are the key stakeholders involved in tabletop exercises?,The policy states that tabletop exercises should be conducted with key stakeholders involved in Business Continuity and Disaster Recovery (BCP / DR) and Incident Management (IM) plans.,simple,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0315,What is the purpose of maintaining a cybersecurity forensics program?,The cybersecurity forensics program is expected to help the organization detect and respond to cybersecurity incidents.,simple,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,3,False
SIMP0316,Who should be responsible for maintaining an enterprise backup architecture?,The organization is responsible for maintaining an enterprise backup architecture.,simple,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,3,False
SIMP0317,What is the policy's focus?,The policy focuses on maintaining secure and reliable backups for the organization's computing systems and data.,simple,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,4,False
SIMP0318,Who should have access to the backups?,"Only authorized users should have access to the backups, including encryption of physical access controls.",simple,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,4,False
SIMP0319,"What is the purpose of the organization's Governance, Risk, and Compliance (GRC) or similar cybersecurity business intelligence software platform?","The platform is designed to document, track, and report on the organization's cybersecurity risks to support the overall mission and cybersecurity policy objectives.",simple,SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0320,"Which cybersecurity safeguards are expected to be mapped by the organization's Governance, Risk, and Compliance (GRC) or similar cybersecurity business intelligence software platform?",The platform is expected to map cybersecurity tools against approved and prioritized cybersecurity safeguards.,simple,SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0321,Which type of cybersecurity business intelligence software platform is required to adhere to the policy?,"The policy requires the organization's Governance, Risk, and Compliance (GRC) or similar cybersecurity business intelligence software platform to adhere to its requirements.",simple,SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0322,How should cybersecurity risk be reported on the dashboards?,"The policy mandates that the dashboards report cybersecurity risk on a safeguard basis, and it also specifies that approved exceptions should be considered in the reporting process.",simple,SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0323,Who is responsible for ensuring that cybersecurity risk is reported to technical stakeholders?,"The organization's Governance, Risk, and Compliance (GRC) or similar cybersecurity business intelligence software platform is responsible for reporting cybersecurity risk to technical stakeholders.",simple,SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0324,What are the potential consequences for non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws.",simple,SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0325,What is the purpose of the organization's cybersecurity project tracking system?,"The cybersecurity project tracking system is used to document and track each of the organization's active cybersecurity projects, including their capital implementation costs, personnel implementation costs, and status.",simple,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0326,Who is responsible for ensuring the organization's cybersecurity project tracking system prioritizes each of its active cybersecurity projects?,The organization is responsible for ensuring the cybersecurity project tracking system prioritizes each of its active cybersecurity projects.,simple,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0327,Which process is defined to document and track cybersecurity exceptions that cause information systems or software applications to be out of compliance with the organization's approved cybersecurity safeguards?,The organization shall define a process to document and track cybersecurity exceptions. These exceptions are defined to address situations where information systems or software applications are out of compliance with the approved cybersecurity safeguards.,simple,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0328,Who is responsible for assigning resources to address cybersecurity projects and issues?,The organization is responsible for assigning appropriate resources to address cybersecurity projects and issues in a timely manner.,simple,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0329,What are the potential consequences for individuals who violate this policy?,"Non-compliance with this policy may result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0330,Who is responsible for ensuring compliance with this policy?,Individuals are responsible for ensuring compliance with this policy.  The policy emphasizes the critical importance of cybersecurity and the individual's role in protecting our digital assets.,simple,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0331,What are the potential consequences for non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Policy Sanctions,0,False
SIMP0332,Who is responsible for maintaining the organization's cybersecurity threat taxonomy?,The organization is responsible for maintaining the organization's cybersecurity threat taxonomy.,simple,SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0333,How often should cybersecurity threats be evaluated to determine the appropriate safeguards?,The policy states that the organization should regularly evaluate cybersecurity threats to determine the appropriate safeguards.,simple,SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0334,What is the primary purpose of SAF-07?,SAF-07 outlines the requirement for the organization to maintain a comprehensive and documented list of all necessary cybersecurity safeguards to achieve its cybersecurity program charter's goals.,simple,SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0335,Who is responsible for defining the complete list of cybersecurity safeguards in the organization?,The organization is responsible for aspirational definition of the complete list of cybersecurity safeguards required to achieve its cybersecurity program charter goals.,simple,SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0336,What is the purpose of SAF-13?,SAF-13 requires the organization's cybersecurity safeguard documentation to clearly define the job roles responsible for awareness of each documented cybersecurity safeguard.,simple,SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0337,Who is responsible for ensuring the organization's cybersecurity safeguard documentation clearly defines a quantifiable measure of compliance for each documented cybersecurity safeguard?,The organization is responsible for ensuring that the documentation clearly defines a quantifiable measure of compliance for each documented cybersecurity safeguard.,simple,SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0338,What are the potential consequences for non-compliance with this policy?,"Non-compliance may result in disciplinary action, including mandatory training, written warnings, temporary suspension of remote access, and, in severe cases, termination of employment or contractual obligations. Individuals may also face legal consequences if their violations involve illegal activities.",simple,SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Policy Sanctions,0,False
SIMP0339,Who is responsible for performing the cybersecurity safeguard validation (audit) plan?,The organization's cybersecurity safeguard validation (audit) plan defines who should perform each assessment scope.,simple,SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0340,What is the purpose of the cybersecurity safeguard validation (audit) plan?,The cybersecurity safeguard validation (audit) plan is a multi-year plan that documents the assessments the organization will perform to validate the quality of its cybersecurity safeguards.,simple,SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0341,What type of cybersecurity assessment should be included in the organization's cybersecurity safeguard validation (audit) plan?,The plan should include red team cybersecurity assessments in its assessment plan.,simple,SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0342,Who is responsible for regularly approving the organization's cybersecurity safeguard validation (audit) plan?,The organization's leadership stakeholders regularly approve the plan.,simple,SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0343,Who is responsible for allocating and assigning resources to the organization's safeguard validation (audit) plan?,The organization's leadership stakeholders are responsible for allocating and assigning resources to the organization's safeguard validation (audit) plan.,simple,SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0344,Which central software platform is mentioned for documenting and tracking cybersecurity assessment results?,"A Governance, Risk, and Compliance (GRC) tool is mentioned as a central software platform for documenting and tracking cybersecurity assessment results.",simple,SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0345,Who is responsible for ensuring the organization's software development program adheres to the organization's cybersecurity governance safeguards?,The organization is responsible for ensuring its software development program adheres to cybersecurity governance safeguards.,simple,SANS_Software_Development_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0346,Which document governs the organization's development and maintenance of software applications?,The organization maintains a documented Software Development Lifecycle (SDLC) to govern the development and maintenance of software applications.,simple,SANS_Software_Development_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0347,Which coding standards should software application developers follow to ensure they are using approved encryption algorithms?,Software application developers should follow coding standards that define how they will utilize organization and industry-approved encryption algorithms in their software applications.,simple,SANS_Software_Development_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0348,How should software application developers handle errors in their applications?,"Software application developers should specifically define how they will perform error handling in their software applications, as defined by the organization's software development coding standards.",simple,SANS_Software_Development_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0351,What are the potential consequences for non-compliance with this policy?,"Policy non-compliance may result in disciplinary action, including mandatory training, written warnings, temporary suspension of remote access, and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws.",simple,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Policy Sanctions,0,False
SIMP0352,What is the purpose of maintaining an issue-tracking system?,The issue-tracking system is designed to manage and track cybersecurity vulnerabilities identified in the organization's custom software applications.,simple,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0353,Which system is responsible for scanning each organization's custom software application for vulnerabilities?,The organization maintains a software application code vulnerability scanner to scan each custom software application for vulnerabilities.,simple,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0354,Who is responsible for reporting software application vulnerabilities to the organization's issue-tracking system?,Individuals inside or outside the organization are responsible for reporting software application vulnerabilities to the organization's issue-tracking system.,simple,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0355,Which process does the policy describe for reporting software application vulnerabilities?,The policy describes a process for individuals inside or outside the organization to report software application vulnerabilities to the organization's issue-tracking system.,simple,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0356,Who is responsible for reporting software application vulnerabilities?,Individuals inside or outside the organization are responsible for reporting software application vulnerabilities to the organization's issue-tracking system.,simple,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0357,What should be the basis for the remediation of cybersecurity vulnerabilities?,Cybersecurity vulnerabilities tracked by the organization's issue-tracking system must be remediated in accordance with the organization's documented Service Level Agreements (SLAs).,simple,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0358,What is the purpose of the organization's software inventory system?,"The software inventory system is designed to maintain an accurate and up-to-date record of all approved software used by the organization, including its demographics, updates, and vendor support.",simple,SANS_Software_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0359,Who is responsible for ensuring the organization's software inventory system validates that all software in the inventory is still supported by the software vendor?,The organization is responsible for ensuring that the software inventory system verifies the vendor support status of all software listed within the system.,simple,SANS_Software_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0360,Who is responsible for maintaining the software update Service Level Agreement (SLA)?,SW-08 states that the organization is responsible for maintaining the software update Service Level Agreement (SLA).,simple,SANS_Software_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0361,Which system component should be used to ensure authorized software can execute?,The organization should utilize a software application control system on each computing system to ensure only authorized software can execute.,simple,SANS_Software_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0362,Which operating systems are allowed for use on the control system?,"The control system only allows the use of authorized operating system shells, such as Microsoft PowerShell or BASH.",simple,SANS_Software_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0363,What are the potential consequences for violating this policy?,"Non-compliance with this policy may result in disciplinary action, including training, warnings, access restrictions, and even termination of employment or contractual obligations. In severe cases, individuals may face legal consequences for violations.",simple,SANS_Software_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0364,What are the potential consequences of non-compliance with this policy?,"Non-compliance may result in disciplinary action, including mandatory training, written warnings, temporary suspension of remote access, and, in severe cases, termination of employment or contractual obligations.  Individuals may also face legal consequences under applicable laws if violations involve illegal activities.",simple,SANS_System_Protection_Management_Policy_April2025.pdf,Policy Sanctions,0,False
SIMP0365,Which system is required for the organization to achieve its cybersecurity goals?,The organization is required to maintain an Endpoint Detection and Response (EDR) system to detect and alert malicious activity on its computing systems.,simple,SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards,0,False
