question_id,question,answer,question_type,source_filenames,source_sections,source_chunk_ids,is_impossible,dataset_split
QA0280,Who is responsible for maintaining the organization's cybersecurity threat taxonomy?,The organization is responsible for maintaining the organization's cybersecurity threat taxonomy.,simple,SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0281,What are the potential consequences of non-compliance with this policy?,"Non-compliance may result in disciplinary action, including mandatory training, written warnings, temporary suspension of remote access, and, in severe cases, termination of employment or contractual obligations.  Individuals may also face legal consequences under applicable laws if violations involve illegal activities.",simple,SANS_System_Protection_Management_Policy_April2025.pdf,Policy Sanctions,0,False,train
QA0282,Who is responsible for establishing and implementing access control rules?,Organizations must establish and implement access control rules based on business and information security requirements.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.15,0,False,train
QA0283,Who should the organization maintain contact with?,The organization should establish and maintain contact with special interest groups or other specialist security forums and professional associations.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.6,0,False,train
QA0284,Who must approve a request for the use of an AI system?,A requester must obtain the approval of their manager prior to submitting a request to the AI Committee.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,18,False,train
QA0285,Who is responsible for protecting digital assets?,The individual is responsible for protecting our digital assets.,simple,SANS_Database_Credentials_Standard_April2025.pdf,full,5,False,train
QA0286,Who is responsible for ensuring compliance with this policy?,Individuals are responsible for ensuring compliance with this policy.  The policy emphasizes the critical importance of cybersecurity and the individual's role in protecting our digital assets.,simple,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0287,What restrictions apply to employees' use of <Company Name>’s systems for blogging?,"Employees are permitted to use <Company Name>’s systems for blogging, but only in limited and occasional circumstances. These circumstances must be professional, responsible, and not detrimental to <Company Name>’s best interests or interfere with their regular work duties.",simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,8,False,train
QA0288,"What is the process for determining which cybersecurity safeguards are mandatory for third-party vendors, and how is this information communicated to the vendors?","The organization's third-party contract language includes provisions requiring all third parties to implement cybersecurity safeguards, with provisions defining which safeguards are mandatory and which are optional.  This information is communicated to the vendors in the agreed-upon contract terms, ensuring clarity on the required cybersecurity measures.",complex,SANS_Third_Party_Management_Policy_April2025.pdf|SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0289,What are the specific procedures for conducting a red team cybersecurity assessment?,The policy snippet does not specify the procedures for conducting a red team cybersecurity assessment.,negative,SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards,1,True,train
QA0290,"Which of the following is a requirement for the organization's Governance, Risk, and Compliance (GRC) or similar platform, as defined in the policy snippets?","The GRC or similar platform must document and inventory all third parties that store or process the organization's technology systems or data, maintain a complete data inventory of all data stored or processed by such third-parties, and document the demographics of all such third parties (such as business owner, criticality, whether data is shared).",complex,SANS_Third_Party_Management_Policy_April2025.pdf|SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0291,Which security measures are required for passwords in the organization's Identity Providers (IDPs)?,"The policy mandates that passwords be stored encrypted and hashed using salts, passwords be transmitted only when encrypted, and unused accounts be automatically disabled after a period of inactivity.",simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,3,False,train
QA0292,Where should database user names and passwords be stored?,"Database user names and passwords should be stored in a separate source file, physically separated from the other areas of your code.",simple,SANS_Database_Credentials_Standard_April2025.pdf,full,3,False,train
QA0293,What are the potential consequences of non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, including mandatory refresher training, written warnings, temporary suspension of remote access privileges, and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Acquisition_Assessment_Standard_April2025.pdf,Policy Sanctions,0,False,train
QA0294,How does the organization ensure that its documented Incident Management (IM) plan defines workforce members' roles and responsibilities during a cybersecurity incident?,The organization ensures that its documented Incident Management (IM) plan defines workforce members' roles and responsibilities during a cybersecurity incident by including these details within the plan.,simple,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0295,"What are the consequences of violating the organization's cybersecurity policy, and what is the process for addressing cybersecurity projects and issues?","Violations of the cybersecurity policy may result in disciplinary action ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. The organization's policy requires regular review of cybersecurity projects, exceptions, and issues, and reporting the status to leadership. This process is intended to ensure timely and effective response to potential cybersecurity breaches.",complex,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf|SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0296,What is the primary function of the removable media safeguard system?,The removable media safeguard system's primary function is to track data owners on approved devices responsible for the media.,simple,SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0297,"According to the policy, how does the organization ensure that privileged accounts are authorized, and what must be in place to manage shared privileged accounts?","The policy mandates that all privileged accounts on endpoint, server, network, and enterprise business applications must be authorized and require dedicated privileged accounts. To manage shared privileged accounts, the organization must implement a Privileged Account Management (PAM) system for documenting service, shared accounts, or shared secrets between workforce members. This system is required for all privileged accounts, including endpoint and server computing systems, network devices, and enterprise business applications.",complex,SANS_Privileged_Account_Management_Policy_April2025.pdf|SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0298,What specific actions can be taken if an employee violates this policy?,The policy does not specify the specific actions that can be taken if an employee violates this policy.,negative,SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards,2,True,train
QA0299,Who is responsible for performing the cybersecurity safeguard validation (audit) plan?,The organization's cybersecurity safeguard validation (audit) plan defines who should perform each assessment scope.,simple,SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0300,What are the specific requirements for ensuring data encryption on mobile devices?,This policy snippet does not specify the requirements for data encryption on mobile devices.,negative,SANS_Mobile_Device_Management_Policy_April2025.pdf,Safeguards,1,True,train
QA0301,What are the potential consequences of non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, which can range from mandatory training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Identity_Management_Policy_April2025.pdf,Policy Sanctions,0,False,train
QA0302,Which software tools are permitted to use embedded AI tools without additional approval?,"Software tools that utilize embedded AI tools, such as Microsoft Word with its built-in grammar and spelling checker, are permitted without additional approval.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,6,False,train
QA0303,What are the potential consequences of violating this policy?,"Violations may result in disciplinary action, including mandatory training, written warnings, temporary suspension of remote access, and, in severe cases, termination of employment or contractual obligations.  Individuals could also face legal consequences under applicable laws for violations involving illegal activities.",simple,SANS_Third_Party_Management_Policy_April2025.pdf,Policy Sanctions,0,False,train
QA0304,What is the purpose of storing database credentials in a hash function number in the program's code?,"Storing credentials as a hash function number in the program's code is an alternative when database credentials are stored on the database server, allowing for programmatic use of the credentials without direct access to the credentials themselves.",simple,SANS_Database_Credentials_Standard_April2025.pdf,full,2,False,train
QA0305,What are the specific data handling requirements for employees accessing sensitive information?,The provided policy snippet does not specify data handling requirements for employees accessing sensitive information.,negative,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,3,True,train
QA0306,What are the specific requirements for the use of AI systems in healthcare?,This policy snippet does not specify the requirements for the use of AI systems in healthcare.,negative,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,27,True,train
QA0307,What is the policy's primary focus?,This policy emphasizes the importance of segregating conflicting duties and areas of responsibility within an organization to enhance security.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.3,0,False,train
QA0308,"What are the specific actions employees must take to ensure the security of company-owned devices, especially when they are unattended?","Employees must ensure that company-owned devices are secured with a password-protected lock screen with the automatic activation feature set to 10 minutes or less. When the device is unattended, employees must lock the screen or log off to prevent unauthorized access.",complex,SANS_Acceptable_Use_Standard_April2025.pdf|SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0309,Who is responsible for overseeing outsourced system development?,"The organization is responsible for directing, monitoring, and reviewing outsourced system development activities.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.30,0,False,train
QA0310,"How does the organization ensure authorized users can only remotely connect to its network, and what security measures are in place for this?","To ensure authorized users can only remotely connect to the organization's network, the organization implements perimeter network firewalls that perform both user-based and application-based filtering. The firewalls also require Multi-Factor Authentication (MFA) for all remote connections. Additionally, the firewalls use encrypted channels (TLS) and require User Behavior Analytics (UBA) when authenticating remote connections.",complex,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf|SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0311,Who is considered a Government Official?,"Government Officials are individuals who hold positions of responsibility within Government Entities. This includes data scientists and researchers employed by government or Government Entities, as well as officers and employees of non-governmental international organizations. Additionally, individuals with the authority to allocate or influence government funds are considered Government Officials.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,2,False,train
QA0312,Which action should be taken to ensure host-based firewalls are configured correctly?,Maintain a default rule that denies all network traffic on the host-based firewalls.,simple,SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards,1,False,train
QA0313,What is the recommended method for authenticating keys used to establish trust?,Authentication methods include transmission via a cryptographically signed message or manual verification of the public key hash.,simple,SANS_Acceptable_Encryption_Standard_April2025.pdf,full,2,False,train
QA0314,Which activity is prohibited by the policy?,"Introducing honeypots, honeynets, or similar technology on the <Company Name> network, interfering with or denying service to any user other than the employee's host, and providing information about, or lists of, <Company Name> employees to parties outside <Company Name>.",simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,6,False,train
QA0315,Who is responsible for ensuring the cybersecurity of high-risk AI systems?,The human operators assigned to oversight roles have the responsibility for ensuring the cybersecurity of high-risk AI systems.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,25,False,train
QA0316,What is the purpose of the information security event reporting mechanism?,The purpose of the information security event reporting mechanism is to allow personnel to report observed or suspected information security events to the organization.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_6.8,0,False,train
QA0317,"According to the policy, what specific cybersecurity education should be included in the program to ensure workforce members can securely handle data and communicate over untrusted networks?","The cybersecurity education program should include education on securely handling data, including the most likely reasons data may be exposed, and securely communicating over untrusted networks. This includes educating workforce members on the most likely reasons data may be exposed and on securely communicating over untrusted networks. The program should also include education on securely reporting cybersecurity safeguard failures, potential cybersecurity incidents, and responding to social engineering techniques.",complex,SANS_Education_Management_Policy_April2025.pdf|SANS_Education_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0318,How will European common data spaces contribute to AI system development?,"European common data spaces will facilitate trustful, accountable, and non-discriminatory access to high-quality data for the training, validation, and testing of AI systems.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,22,False,train
QA0319,What are the specific security protocols that the organization should use to protect its software inventory system?,The provided policy snippet does not specify the security protocols that should be used to protect the software inventory system.,negative,SANS_Software_Management_Policy_April2025.pdf,Safeguards,0,True,train
QA0320,"What are the key elements of the organization's documented privacy program, and how are they designed to protect individuals' data?","The organization's documented privacy program is designed to protect individuals' data by defining processes for data provenance and lineage, limiting identification and inference, replacing attribute values with references, informing customers and partners about data usage, obtaining feedback, allowing data corrections and deletions, and sharing only appropriate data with third parties. The organization's privacy record system tracks these processes and individual's stated privacy preferences.",complex,SANS_Privacy_Management_Policy_April2025.pdf|SANS_Privacy_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0321,How should the organization handle autorun on its operating system?,The organization's approved operating system configuration benchmark should define its ability to disable autorun.,simple,SANS_Configuration_Management_Policy_April2025.pdf,Safeguards,1,False,train
QA0322,Who is responsible for assessing information security events?,The organization is responsible for assessing information security events.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.25,0,False,train
QA0323,What are the potential consequences for an employee who violates the organization's policy on authorized operating system shells?,"Policy violations may result in disciplinary action ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Software_Management_Policy_April2025.pdf|SANS_Software_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0324,Who needs to approve the information security policy?,Management must approve the information security policy.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.1,0,False,train
QA0325,"According to the policy, where should database credentials be stored if they are not in source code?","Database credentials must be read from the file immediately prior to use, and the memory containing the user name and password must be released or cleared immediately following database authentication. If stored in a file that is not source code, then database user names and passwords must be read from the file.",complex,SANS_Database_Credentials_Standard_April2025.pdf|SANS_Database_Credentials_Standard_April2025.pdf,full|full,2|3,False,train
QA0326,What is the purpose of the organization's software inventory system?,"The software inventory system is designed to maintain an accurate and up-to-date record of all approved software used by the organization, including its demographics, updates, and vendor support.",simple,SANS_Software_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0327,What is the process the organization should use to approve each information asset in the organization's asset tracking system?,"The organization must define a process to approve each information asset in the asset tracking system. This process is outlined in policy snippet B, where the organization is required to define a process for approval.",complex,SANS_Asset_Management_Policy_April2025.pdf|SANS_Asset_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0328,What specific types of cybersecurity penetration testing are required to be included in the organization's cybersecurity safeguard validation (audit) plan?,The policy snippet does not specify the specific types of cybersecurity penetration testing required to be included in the organization's cybersecurity safeguard validation (audit) plan.,negative,SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards,0,True,train
QA0329,Who are the key stakeholders involved in tabletop exercises?,The policy states that tabletop exercises should be conducted with key stakeholders involved in Business Continuity and Disaster Recovery (BCP / DR) and Incident Management (IM) plans.,simple,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0330,Who is responsible for managing the allocation and use of privileged access rights?,The policy does not specify who is responsible for managing the allocation and use of privileged access rights.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.2,0,False,train
QA0331,What are the processes and procedures that should be defined and implemented to manage information security risks?,Processes and procedures should be defined and implemented to manage the information security risks associated with the ICT products and services supply chain.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.21,0,False,train
QA0332,What types of network devices are covered by this policy?,"This policy covers routers, switches, firewalls, and wireless access points.",simple,SANS_Network_Device_Management_Policy_April2025.docx,Purpose,0,False,train
QA0333,What is the purpose of the organization's cybersecurity project tracking system?,"The cybersecurity project tracking system is used to document and track each of the organization's active cybersecurity projects, including their capital implementation costs, personnel implementation costs, and status.",simple,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0334,Who must ensure informed consent is obtained before inputting personal information into a closed AI system?,Any user of an AI system at YourCompanyName must ensure that they have obtained informed consent from the individual before inputting personal information.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,12,False,train
QA0335,What are the potential consequences for non-compliance with the PAM-16 policy?,"Non-compliance with the PAM-16 policy may result in disciplinary actions, ranging from mandatory training and warnings to suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. It is emphasized that violations may also lead to legal consequences.",simple,SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0336,What should the organization's documented physical security program include?,"The program should define safeguards to visibly mark the classification level of technology assets, protect facilities and technology assets, address access controls for physical computing devices, and define safeguards for removing technology assets from the organization's facilities.",simple,SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards,1,False,train
QA0337,What is the primary objective of this policy?,"The primary objective of this policy is to ensure that the use of AI at YourCompanyName aligns with legal obligations, ethical standards, and core values, while also improving business efficiencies and fulfilling the organization's mission.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,4,False,train
QA0338,"What are the potential consequences for violating the organization's cybersecurity policies, as outlined in the provided snippets?","Violating the organization's cybersecurity policies, as outlined in the snippets, can result in disciplinary action ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Internal_Network_Access_Management_Policy_April2025.pdf|SANS_Internal_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0339,"Based on the provided policy snippets, where are database credentials in the context of software application development recommended to be stored?","According to the policy snippets, database credentials should be stored in a file separate from the executing body of the program's code. This file must not be world readable or writeable.",complex,SANS_Database_Credentials_Standard_April2025.pdf|SANS_Database_Credentials_Standard_April2025.pdf,full|full,0|1,False,train
QA0340,"According to the policy documents, what is the process for reporting suspected AI system non-compliance?","If an employee suspects a violation of the AI Policy, they are encouraged to report it through their manager. The reports of suspected misconduct or non-compliance will be investigated by the AI Committee, Legal Counsel, Human Resources, or other appropriate parties. Unless acting in bad faith, employees will not be subject to reprisals for reporting potential violations.",complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,18|19,False,train
QA0341,Which types of AI systems are subject to specific requirements on logging capabilities and human oversight?,Real-time and post remote biometric identification systems must adhere to specific logging requirements and human oversight.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,27,False,train
QA0342,Which Identity Providers (IDPs) must have their configuration benchmarks include logging access to deactivated accounts?,"The policy does not specify which IDPs must include logging access to deactivated accounts. However, it does state that the configuration benchmarks for each of the organization's IDPs must include this requirement.",simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,4,False,train
QA0343,Which process is defined in the policy for limiting the identification or inference of individuals when processing data?,The policy requires that the organization's documented privacy program define a process for limiting the identification or inference of individuals when processing data.,simple,SANS_Privacy_Management_Policy_April2025.pdf,Safeguards,1,False,train
QA0344,What are the key requirements for technical robustness in high-risk AI systems?,"High-risk AI systems must be resilient against both inherent limitations and malicious attacks that could compromise their security. This includes addressing potential errors, faults, inconsistencies, and unexpected situations, as well as protecting against malicious actions.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,25,False,train
QA0345,"According to the policy, how does the organization ensure that software application developers utilize organization and industry-approved encryption algorithms in their software applications?","The policy states that software application developers must define how they will utilize organization and industry-approved encryption algorithms in their software applications, ensuring compliance with this standard.  This is outlined in policy snippet B, specifically in SDM-08, which focuses on coding standards and encryption algorithms.",complex,SANS_Software_Development_Management_Policy_April2025.pdf|SANS_Software_Development_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0346,"What are the specific characteristics that training, validation, and testing data sets should consider when used in high-risk AI systems?","Training, validation, and testing data sets should consider the features, characteristics, or elements that are particular to the specific geographical, behavioral, or functional setting or context within which the AI system is intended to be used.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,21,False,train
QA0347,Who is responsible for decommissioning third parties?,The organization is responsible for ensuring that third parties that store or process its technology systems or data are appropriately decommissioned when no longer required for service.,simple,SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards,3,False,train
QA0348,What is the requirement regarding clock synchronization?,The policy mandates that clocks of information processing systems used by the organization must be synchronized to approved time sources.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.17,0,False,train
QA0349,What is the primary function of the AI Committee?,The AI Committee is tasked with reviewing and approving the use of AI at YourCompanyName.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,1,False,train
QA0350,Who should review the terms of use or contracts for an AI system?,YourCompanyName Representatives should have all terms or use or contracts for AI systems reviewed by the Legal Department to ensure compliance with contractual obligations in using an AI system.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,10,False,train
QA0351,What is the main purpose of web filtering?,Web filtering aims to minimize the risk of exposure to malicious content when accessing external websites.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.23,0,False,train
QA0352,Who is subject to disciplinary action under this policy?,Personnel and other relevant interested parties who have committed an information security policy violation are subject to disciplinary action.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_6.4,0,False,train
QA0353,Who should have access to the backups?,"Only authorized users should have access to the backups, including encryption of physical access controls.",simple,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,4,False,train
QA0354,What are the two key data management aspects that the organization's data inventory management system must track according to the policy?,"The organization's data inventory management system must track both the business purpose of all data managed by the organization and the classification, criticality, and sensitivity of all data managed by the organization. This information is crucial for maintaining compliance and protecting sensitive data.",complex,SANS_Data_Inventory_Management_Policy_April2025.pdf|SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0355,What are the specific consequences for employees who violate the cybersecurity policy?,This policy snippet does not specify the specific consequences for employees who violate the cybersecurity policy.,negative,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards,2,True,train
QA0356,"Who is responsible for regularly reviewing information security policies, rules, and standards?","The responsibility for regularly reviewing information security policies, rules, and standards lies with the organization. This review should be conducted in a systematic manner.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.36,0,False,train
QA0357,How often must the organization update its operating systems?,This policy snippet does not specify the frequency of operating system updates.,negative,SANS_Configuration_Management_Policy_April2025.pdf,Safeguards,0,True,train
QA0358,Who is responsible for defining the complete list of cybersecurity safeguards in the organization?,The organization is responsible for aspirational definition of the complete list of cybersecurity safeguards required to achieve its cybersecurity program charter goals.,simple,SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Safeguards,1,False,train
QA0359,"According to the policy, what specific information must be tracked by the organization's data inventory management system to ensure compliance with the organization's cybersecurity policy?","The organization's data inventory management system must track the business purpose of all data managed by the organization, as well as the classification, criticality, and sensitivity of all data managed by the organization. Additionally, the system must track the location of all data managed throughout its processing lifecycle. This information is critical for ensuring compliance with the organization's cybersecurity policy.",complex,SANS_Data_Inventory_Management_Policy_April2025.pdf|SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0360,"What are the potential consequences of violating the organization's software update policy, according to the policy document?","Policy violations can result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges, and in severe cases, termination of employment or contractual obligations. Individuals could also be subject to legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Software_Management_Policy_April2025.pdf|SANS_Software_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0361,What is the policy requirement regarding physical security monitoring?,The policy mandates continuous monitoring of premises for unauthorized physical access.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.4,0,False,train
QA0362,"According to the policy documents, who is responsible for defining the scope and applicability of the cybersecurity program charter and ensuring that the program charter defines the ultimate goal of the cybersecurity program?","The policy documents state that the organization is responsible for defining the scope and applicability of the cybersecurity program charter and ensuring that the program charter defines the ultimate goal of the cybersecurity program, as well as the cybersecurity regulations and standards it shall use to define its goals for specific cybersecurity safeguards. This is defined by PRG-02 and PRG-03.",complex,SANS_Program_Management_Policy_April2025.pdf|SANS_Program_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0363,"What is the purpose of the organization's Governance, Risk, and Compliance (GRC) or similar cybersecurity business intelligence software platform?","The platform is designed to document, track, and report on the organization's cybersecurity risks to support the overall mission and cybersecurity policy objectives.",simple,SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0364,Who could be subject to legal consequences for violations of this policy?,Individuals could be subject to legal consequences under applicable laws if violations involve illegal activities.,simple,SANS_Access_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0365,What are the potential consequences for non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action that can range from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Program_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0366,Who should sign confidentiality or non-disclosure agreements?,Personnel and other relevant interested parties need to sign confidentiality or non-disclosure agreements.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_6.6,0,False,train
QA0367,"According to the policy, how does the organization ensure that cybersecurity risk is reported to stakeholders in a way that is consistent with approved exceptions?","The organization ensures that cybersecurity risk is reported to stakeholders in a way that takes approved exceptions into account and in a way that does not take approved exceptions into account through its Governance, Risk, and Compliance (GRC) or similar cybersecurity business intelligence software platform. The platform utilizes dashboards that report cybersecurity risk based on approved exceptions and without approved exceptions.",complex,SANS_Risk_Communication_Management_Policy_April2025.pdf|SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0368,What procedures should the organization implement to protect intellectual property rights?,The organization should implement appropriate procedures to protect intellectual property rights.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.32,0,False,train
QA0369,Who should the organization establish contact with?,The organization should establish contact with relevant authorities.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.5,0,False,train
QA0370,"According to the policy documents, which type of AI system requires approval from the AI Committee?","The policy documents define an AI system as software developed with one or more of the techniques and approaches listed in Annex I, that can generate outputs such as content, predictions, recommendations, or decisions. The policy documents state that 'Artificial Intelligence System' or 'AI System' requires approval from the AI Committee.",complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,1|2,False,train
QA0371,What are the key elements of the organization's approach to ensuring the availability and recoverability of its critical data and systems in case of a cybersecurity incident?,"The organization's approach to ensuring the availability and recoverability of its critical data and systems in case of a cybersecurity incident includes maintaining immutable backups, technical access controls on backups, and regular testing of these backups. This approach ensures that backups are not accidentally deleted or compromised by malicious individuals, and that they can be quickly restored in the case of a cybersecurity incident.",complex,SANS_Resilience_Management_Policy_April2025.pdf|SANS_Resilience_Management_Policy_April2025.pdf,Safeguards|Safeguards,3|4,False,train
QA0372,What is the primary reason for the policy's existence?,"The policy aims to provide guidance on the use of encryption, ensuring algorithms have received significant public scrutiny and proven effectiveness.",simple,SANS_Acceptable_Encryption_Standard_April2025.pdf,full,0,False,train
QA0373,"According to both snippets, what is the most important aspect to consider when using an AI system at YourCompanyName to ensure ethical and legal compliance?","To ensure ethical and legal compliance when using AI systems, YourCompanyName Representatives must have all terms or use or contracts reviewed by the Legal Department, ensuring compliance with contractual obligations and any restrictions on use. Additionally, all AI systems must be reviewed and approved by the appropriate internal bodies, such as security and privacy reviewers, to meet the same standards as other software and services within the company.",complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,9|10,False,train
QA0374,Who is specifically prohibited from engaging in certain activities?,"The policy states that employees of <Company Name> are prohibited from engaging in any activity that is illegal under local, state, federal, or international law while using company-owned resources.",simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,2,False,train
QA0375,What specific types of AI tools are permitted for use at YourCompanyName?,The provided policy snippet does not specify the types of AI tools permitted for use at YourCompanyName.,negative,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,7,True,train
QA0376,"How does the organization ensure that all software is kept up to date, including operating systems and applications?","The organization ensures software is kept up to date by maintaining a software inventory system that validates all software in the inventory is still supported by the software vendor and regularly updates the inventory via an automated discovery tool. Additionally, the organization defines a process to ensure all software adheres to the organization's approved software-update Service Level Agreement (SLA). This process ensures that all software, including operating systems and applications, is kept up to date according to the defined SLA.",complex,SANS_Software_Management_Policy_April2025.pdf|SANS_Software_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
