question_id,question,answer,question_type,source_filenames,source_sections,source_chunk_ids,is_impossible
COMP0119,"According to the policy, what specific information must be tracked by the organization's data inventory management system to ensure compliance with the organization's cybersecurity policy?","The organization's data inventory management system must track the business purpose of all data managed by the organization, as well as the classification, criticality, and sensitivity of all data managed by the organization. Additionally, the system must track the location of all data managed throughout its processing lifecycle. This information is critical for ensuring compliance with the organization's cybersecurity policy.",complex,SANS_Data_Inventory_Management_Policy_April2025.pdf|SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0120,"What are the responsibilities of the organization's data inventory system regarding the automatic discovery and classification of data, especially when it involves third-party environments?","The data inventory system must automatically discover and classify all data managed by the organization, both on-site and at third-party environments.  It should also automatically classify data based on its sensitivity, criticality, and business purpose, and integrate with the organization's asset inventory system for a complete picture of data location and management.",complex,SANS_Data_Inventory_Management_Policy_April2025.pdf|SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0121,"Based on the provided policy snippets, where are database credentials in the context of software application development recommended to be stored?","According to the policy snippets, database credentials should be stored in a file separate from the executing body of the program's code. This file must not be world readable or writeable.",complex,SANS_Database_Credentials_Standard_April2025.pdf|SANS_Database_Credentials_Standard_April2025.pdf,full|full,0|1,False
COMP0122,"According to the policy, where can database credentials be stored in order to meet security requirements?","Database credentials can be stored in a file separate from the executing body of the program's code, or on the database server. For the database server, a hash function number may be stored in the program's code.  In addition, database credentials may be stored as part of an authentication server, such as an LDAP server, and retrieved through the authentication process.",complex,SANS_Database_Credentials_Standard_April2025.pdf|SANS_Database_Credentials_Standard_April2025.pdf,full|full,1|2,False
COMP0123,"According to the policy, where should database credentials be stored if they are not in source code?","Database credentials must be read from the file immediately prior to use, and the memory containing the user name and password must be released or cleared immediately following database authentication. If stored in a file that is not source code, then database user names and passwords must be read from the file.",complex,SANS_Database_Credentials_Standard_April2025.pdf|SANS_Database_Credentials_Standard_April2025.pdf,full|full,2|3,False
COMP0124,"According to the policy, what specific cybersecurity education should be included in the program to ensure workforce members can securely handle data and communicate over untrusted networks?","The cybersecurity education program should include education on securely handling data, including the most likely reasons data may be exposed, and securely communicating over untrusted networks. This includes educating workforce members on the most likely reasons data may be exposed and on securely communicating over untrusted networks. The program should also include education on securely reporting cybersecurity safeguard failures, potential cybersecurity incidents, and responding to social engineering techniques.",complex,SANS_Education_Management_Policy_April2025.pdf|SANS_Education_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0125,"What are the potential consequences of non-compliance with the organization's cybersecurity education program, as specified in the policy?","Non-compliance with the organization's cybersecurity education program may result in disciplinary action in line with our corporation's human resources procedures. Consequences can range from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could be subject to legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Education_Management_Policy_April2025.pdf|SANS_Education_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0126,"What security measures are required for email systems to prevent malware and phishing attacks, and how are these measures implemented?","The organization's email systems must perform malware content filtering for all emails (received by or sent by the organization) and anti-phishing content filtering for all emails (received or sent by the organization). These measures are implemented through email systems that perform anti-phishing URL filtering for all emails (received by or sent by the organization) and attachment filtering for all emails (received by or sent by the organization). Additionally, the organization must maintain a separate file transfer portal system for sending large files to individuals outside the organization.",complex,SANS_Email_Management_Policy_April2025.pdf|SANS_Email_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0127,"What are the potential consequences of violating the cybersecurity policy regarding email systems, and how might these consequences vary depending on the severity of the violation?","Violating the cybersecurity policy regarding email systems can result in disciplinary action ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges, and in severe cases, termination of employment or contractual obligations. The severity of the consequences will depend on the seriousness of the breach, with the enforcement process aiming to be consistent and impartial, ensuring that the action taken corresponds directly to the severity of the breach.",complex,SANS_Email_Management_Policy_April2025.pdf|SANS_Email_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0128,"Based on the provided policies, what is the organization's responsibility regarding the security of authentication credentials and the minimum number of identity providers used?","The organization is responsible for ensuring that authentication credentials are returned after work, and for minimizing the number of Identity Providers (IDPs) used. The organization must also maintain an inventory of authorized IDPs and ensure that configuration benchmarks prevent account sharing, concurrent logins, and account name reuse within a defined period of time. This is to ensure the security of the organization's authentication credentials and to minimize the attack surface.",complex,SANS_Identity_Management_Policy_April2025.pdf|SANS_Identity_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0129,"Based on the provided policy snippets, what security measures should be implemented to ensure only authorized accounts exist in the organization's identity management system?","To ensure only authorized accounts exist in the organization's identity management system, the organization must implement a process for regular identity reviews of its Identity Providers (IDPs) as defined in policy snippet B. This process should also ensure that the configuration benchmarks for each IDP require strong passwords, account lockouts if a defined threshold of failed login attempts is exceeded, and passwords to be stored encrypted and hashed using salts as outlined in policy snippet B.",complex,SANS_Identity_Management_Policy_April2025.pdf|SANS_Identity_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0130,"What security measure should be implemented to prevent unauthorized account usage, especially in the case of inactive accounts, and how is it implemented?","To prevent unauthorized account usage, especially in the case of inactive accounts, the organization should implement a process for secure password provisioning by the helpdesk. This process ensures that passwords are not compromised by unauthorized access. The process also requires the use of Multi-Factor Authentication (MFA) to ensure that only authorized users can access the accounts. Additionally, unused accounts should be automatically disabled after a period of inactivity and/or require the use of expiration dates on each account.",complex,SANS_Identity_Management_Policy_April2025.pdf|SANS_Identity_Management_Policy_April2025.pdf,Safeguards|Safeguards,2|3,False
COMP0131,"According to the policy, what specific security measures must be implemented on the organization's wireless networks to ensure secure access for all devices?","To secure wireless connections, the organization's network authentication systems (802.1x) for each of its wireless networks must require certificate-based authentication. Additionally, all wireless connections must be encrypted using AES-CCMP. Furthermore, the organization must ensure that all devices not managed by the organization are connected to a dedicated wireless network.",complex,SANS_Internal_Network_Access_Management_Policy_April2025.pdf|SANS_Internal_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0132,"What are the potential consequences for non-compliance with the organization's wireless network security policy, as outlined in the provided policy snippets?","Non-compliance with the organization's wireless network security policy can result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Internal_Network_Access_Management_Policy_April2025.pdf|SANS_Internal_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0133,"What is the process for reviewing logs and ensuring timely response to security threats, according to the organization's cybersecurity policy?","The organization's cybersecurity policy requires the regular review of aggregated logs, including defining a process for reviewing logs, setting clear Service Level Agreements (SLAs) for log monitoring, and automating log review and alert generation. The policy also mandates the retention of system logs over time and the implementation of a log management system to track alert status.",complex,SANS_Log_Management_Policy_April2025.pdf|SANS_Log_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0134,"What are the potential consequences for non-compliance with this policy, and what is the specific role of a SIEM in this process?","Non-compliance with this policy can result in disciplinary action, ranging from mandatory training to suspension of remote access privileges and, in severe cases, termination of employment. A SIEM (Security Information and Event Management) system is crucial in this process as it tracks the status of alerts generated by the organization's log management system, enabling the organization to monitor and respond to security threats effectively.",complex,SANS_Log_Management_Policy_April2025.pdf|SANS_Log_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0135,How does the organization's Mobile Device Management (MDM) system ensure that only authorized applications can be installed and executed on its mobile devices?,"The organization's Mobile Device Management (MDM) system enforces application control on managed mobile devices, only allowing authorized applications, including mobile application stores, to execute on the devices. This is achieved through MDM-04 and MDM-05.",complex,SANS_Mobile_Device_Management_Policy_April2025.pdf|SANS_Mobile_Device_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0136,What network management system requirements are in place to ensure network device security and compliance with the organization's cybersecurity policy?,"The organization's network device management system must regularly scan for new network devices to add to the inventory, monitor each device's status and log any offline events, perform IP Address Management (IPAM) for each network, record netflow data from each device, compare network device configurations on a regular basis, and ensure each device utilizes the latest firmware. This ensures comprehensive security and compliance with the organization's cybersecurity policy.",complex,SANS_Network_Device_Management_Policy_April2025.docx|SANS_Network_Device_Management_Policy_April2025.docx,Safeguards|Safeguards,0|1,False
COMP0137,"How does the organization ensure authorized users can only remotely connect to its network, and what security measures are in place for this?","To ensure authorized users can only remotely connect to the organization's network, the organization implements perimeter network firewalls that perform both user-based and application-based filtering. The firewalls also require Multi-Factor Authentication (MFA) for all remote connections. Additionally, the firewalls use encrypted channels (TLS) and require User Behavior Analytics (UBA) when authenticating remote connections.",complex,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf|SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0138,What security measures must be in place at the organization's perimeter network connections to ensure compliance with the policy regarding remote access and data protection?,"The policy mandates that perimeter network firewalls must utilize Multi-Factor Authentication (MFA) for all remote connections, employ encrypted channels (like TLS) for authentication, and implement User Behavior Analytics (UBA) for authentication.  Additionally, the firewalls should maintain full packet capture for all traffic and utilize Intrusion Detection Systems (IDS) and Intrusion Prevention Systems (IPS) to prevent unauthorized access.  Furthermore, the organization's web-based URL filtering systems must block connections to unapproved web services and utilize Data Loss Prevention (DLP) for internet traffic. Finally, the firewalls must log events observed by the system, including remote user connections, and the web-based URL filtering systems must log all observed URLs.",complex,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf|SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0139,"What are the potential consequences for non-compliance with the organization's cybersecurity policies, as described in both snippets?","Non-compliance with the organization's cybersecurity policies can result in disciplinary action, including mandatory refresher training, written warnings, temporary suspension of remote access privileges, and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf|SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,2|3,False
COMP0140,What safeguards are included in the organization's documented physical security program to address access controls for physical computing devices?,"The organization's documented physical security program includes safeguards for addressing access controls for physical computing devices, as defined in policies PHY-10 and PHY-11. These safeguards ensure that individuals can remove technology assets from the organization's facilities and define procedures for securing unattended spaces, such as clean desk policies.",complex,SANS_Physical_Security_Management_Policy_April2025.pdf|SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0141,"What are the potential consequences of not complying with the organization's physical security program, particularly regarding the security of technology assets like multi-function devices?","Non-compliance with the physical security program may result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.  Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Physical_Security_Management_Policy_April2025.pdf|SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0142,"According to the policies, how does the organization ensure the privacy of data being processed, including limiting identification or inference of individuals, and how is this process documented?","The organization's documented privacy program outlines a process for recording and evaluating data provenance and lineage (PRV-07) and limiting the identification or inference of individuals when processing data (PRV-08). This process is documented within the privacy program, ensuring transparency and accountability in data handling.",complex,SANS_Privacy_Management_Policy_April2025.pdf|SANS_Privacy_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0143,"What are the key elements of the organization's documented privacy program, and how are they designed to protect individuals' data?","The organization's documented privacy program is designed to protect individuals' data by defining processes for data provenance and lineage, limiting identification and inference, replacing attribute values with references, informing customers and partners about data usage, obtaining feedback, allowing data corrections and deletions, and sharing only appropriate data with third parties. The organization's privacy record system tracks these processes and individual's stated privacy preferences.",complex,SANS_Privacy_Management_Policy_April2025.pdf|SANS_Privacy_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0144,"According to the policy, how does the organization ensure that privileged accounts are authorized, and what must be in place to manage shared privileged accounts?","The policy mandates that all privileged accounts on endpoint, server, network, and enterprise business applications must be authorized and require dedicated privileged accounts. To manage shared privileged accounts, the organization must implement a Privileged Account Management (PAM) system for documenting service, shared accounts, or shared secrets between workforce members. This system is required for all privileged accounts, including endpoint and server computing systems, network devices, and enterprise business applications.",complex,SANS_Privileged_Account_Management_Policy_April2025.pdf|SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0145,What are the potential consequences for an organization if it does not comply with the policy regarding privileged accounts and logon events?,"Non-compliance with the policy may result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities. These sanctions emphasize the critical importance of cybersecurity, the individual's role in protecting our digital assets, and the potential risks associated with policy violations.",complex,SANS_Privileged_Account_Management_Policy_April2025.pdf|SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0146,"According to the policy, what are the key responsibilities of the stakeholder committee for the cybersecurity program?","The stakeholder committee responsible for the cybersecurity program is outlined in the charter, which defines its members, roles, responsibilities, meeting cadence, and rules of order. The charter also specifies that the committee members should be from a diverse set of business units, not just technology teams, to ensure representation across all aspects of the organization.",complex,SANS_Program_Management_Policy_April2025.pdf|SANS_Program_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0147,"According to the policy, what are the specific actions that an individual can expect if they violate the cybersecurity program charter policy?","Non-compliance with the policy may result in disciplinary action ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges, and in severe cases, termination of employment or contractual obligations. Individuals could also be subject to legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Program_Management_Policy_April2025.pdf|SANS_Program_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0148,"According to the policy, what are the key responsibilities of the organization's Incident Management plan regarding reporting and communication during a cybersecurity incident?","The Incident Management plan must define how incidents should be reported to the organization and how to handle whistleblowing cases.  The plan must also define how to report to external groups, including partners, law enforcement, regulators, and others, during a cybersecurity incident, ensuring transparency and accountability in all communication.",complex,SANS_Resilience_Management_Policy_April2025.pdf|SANS_Resilience_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0149,"According to the policy documents, how does the organization ensure that its Incident Management (IM) plan is regularly updated and reviewed?","The organization's documented Incident Management (IM) plan requires regular review and updates, defined in RES-13. The plan also mandates a process to ensure regular review and updates, defined in RES-13, including regular testing of the Incident Management (IM) plans, defined in RES-14. Additionally, the plan requires regular tabletop exercises with key stakeholders to test the BCP/DR and IM plans, defined in RES-15.",complex,SANS_Resilience_Management_Policy_April2025.pdf|SANS_Resilience_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0150,"What are the two key security measures that the organization must implement to ensure it can detect and respond to cybersecurity incidents, as defined by the policy documents?",The organization must implement a cybersecurity forensics and threat-hunting program and maintain cybersecurity forensics tools to help it detect and respond to cybersecurity incidents. The forensics tools are crucial for creating forensic images of computing systems to aid in incident detection and response.,complex,SANS_Resilience_Management_Policy_April2025.pdf|SANS_Resilience_Management_Policy_April2025.pdf,Safeguards|Safeguards,2|3,False
COMP0151,"Based on both snippets, how does the organization's cybersecurity business intelligence software platform report on cybersecurity risk to different stakeholders?","The organization's cybersecurity business intelligence software platform utilizes dashboards to report cybersecurity risk on a safeguard basis, per business unit, and in a way that takes approved exceptions into account and in a way that does not take approved exceptions into account. The platform also reports cybersecurity risk to executive leadership stakeholders and business stakeholders regularly.",complex,SANS_Risk_Communication_Management_Policy_April2025.pdf|SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0152,"According to policy, which stakeholder groups are required to receive regular reports on cybersecurity risk from the GRC business intelligence software platform?","The policy requires the organization's Governance, Risk, and Compliance (GRC) or similar cybersecurity business intelligence software platform to regularly report cybersecurity risk to both business and technical stakeholders.",complex,SANS_Risk_Communication_Management_Policy_April2025.pdf|SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0153,How does the organization track the status of cybersecurity projects and issues that may cause information systems or software applications to be out of compliance with approved cybersecurity safeguards?,"The organization uses its cybersecurity project tracking system to track the status of each active cybersecurity project. This system also tracks issues that cause information systems or software applications to be out of compliance with the organization's approved cybersecurity safeguards. The system is used to document both cybersecurity projects and issues, and to track the status of each project and issue. It also tracks the capital and personnel implementation costs for each project and the approved cybersecurity exceptions that cause issues.",complex,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf|SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0154,"What are the potential consequences of non-compliance with the organization's cybersecurity policies, and how are these consequences determined?","Non-compliance with the organization's cybersecurity policies can result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. The severity of the action is determined based on the seriousness of the breach, with the enforcement process being consistent and impartial.",complex,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf|SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0155,"According to the policies, how does the organization ensure that its cybersecurity safeguards are appropriately documented and enforced?","The organization ensures that its cybersecurity safeguards are appropriately documented and enforced by defining a detailed and documented list of all appropriate cybersecurity safeguards, including their scope of applicability, sanctions for violations, mappings to regulatory or standards-based requirements, a business stakeholder responsible for each safeguard, job roles that must be aware of each safeguard, and a quantifiable measure of success. This comprehensive documentation ensures that the organization's cybersecurity safeguards are clearly understood and enforced to achieve the goals defined in its cybersecurity program charter.",complex,SANS_Safeguard_Selection_Management_Policy_April2025.pdf|SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0156,"Based on the provided policy snippets, how does the organization ensure that its cybersecurity safeguards are both appropriate and up-to-date?","The organization ensures that its cybersecurity safeguards are both appropriate and up-to-date by regularly reviewing all documentation used to define the safeguards, as defined in snippet B. This review process ensures that the safeguards remain relevant and effective in protecting the organization's information systems and data.",complex,SANS_Safeguard_Selection_Management_Policy_April2025.pdf|SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0157,"Which of the following cybersecurity penetration testing scopes must be included in the organization's cybersecurity safeguard validation (audit) plan, as defined in both snippets?","The organization's cybersecurity safeguard validation (audit) plan must include software application penetration tests, as defined in snippet B, and red team cybersecurity assessments, as defined in snippet A.",complex,SANS_Safeguard_Validation_Management_Policy_April2025.pdf|SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0158,"According to the policy, which central software platform is required to document, track, and report cybersecurity assessment results?","The policy states that the organization must document, track, and report the results of each cybersecurity assessment in a central software platform, such as a Governance, Risk, and Compliance (GRC) tool.",complex,SANS_Safeguard_Validation_Management_Policy_April2025.pdf|SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0159,"According to the policy, how does the organization ensure that software application developers utilize organization and industry-approved encryption algorithms in their software applications?","The policy states that software application developers must define how they will utilize organization and industry-approved encryption algorithms in their software applications, ensuring compliance with this standard.  This is outlined in policy snippet B, specifically in SDM-08, which focuses on coding standards and encryption algorithms.",complex,SANS_Software_Development_Management_Policy_April2025.pdf|SANS_Software_Development_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0160,"What are the specific security measures required for software application developers to ensure data privacy in their applications, as outlined in these policies?",The policies require developers to utilize organization and industry-approved encryption algorithms and data exchange protocols. They also need to perform error handling and include data privacy values in their applications. Developers must also avoid accessing the organization's production application systems with privileged access.,complex,SANS_Software_Development_Management_Policy_April2025.pdf|SANS_Software_Development_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0161,"According to the policy, how is the organization required to address identified cybersecurity vulnerabilities in its custom software applications?",The organization is required to address identified cybersecurity vulnerabilities in its custom software applications by reporting them to the issue-tracking system. This includes both vulnerabilities found through the software application code vulnerability scanner and vulnerabilities found through the software library and third-party module scanner. The organization must also ensure that these vulnerabilities are tracked and the criticality of each custom software application is assessed to assist with threat modeling.,complex,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf|SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0162,"What is the process for reporting software application vulnerabilities to the organization's issue-tracking system, and how often are vulnerabilities reported to stakeholders?","The process for reporting software application vulnerabilities is outlined in policy SDV-12, which requires individuals inside or outside the organization to report vulnerabilities to the issue-tracking system. Policy SDV-15 states that each cybersecurity vulnerability tracked by the organization's issue-tracking system must be reported to the appropriate stakeholders regularly. The policy does not specify a specific reporting frequency, but it does require regular reporting to stakeholders.",complex,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf|SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0163,What is the process the organization must use to ensure all software adheres to the organization's approved software-update Service Level Agreement (SLA)?,The organization must define a process to ensure all software adheres to the organization's approved software-update Service Level Agreement (SLA). This process is defined in SW-09 and ensures all software adheres to the specified update schedule defined by the SLA.,complex,SANS_Software_Management_Policy_April2025.pdf|SANS_Software_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0164,What are the potential consequences for an employee who violates the organization's policy on authorized operating system shells?,"Policy violations may result in disciplinary action ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Software_Management_Policy_April2025.pdf|SANS_Software_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0165,"According to the policy, how does the organization ensure that the Endpoint Detection and Response (EDR) system is used effectively for cybersecurity incident response?",The organization ensures the EDR system's effectiveness for cybersecurity incident response by generating a database of the signatures (hashes) for all files on each computing system. This allows for detailed analysis of potential threats and efficient response to incidents.,complex,SANS_System_Protection_Management_Policy_April2025.pdf|SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0166,What actions should an organization take to ensure that only authorized data is stored on removable media devices?,"The organization should implement a removable media safeguard system that tracks data owners on approved devices responsible for the media. The system should also disable removable storage media on computing systems that do not require such devices. Additionally, the system should only allow reading and writing on authorized removable media devices and writing to authorized removable media devices using encryption.",complex,SANS_System_Protection_Management_Policy_April2025.pdf|SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0167,"Which of the following is a requirement for the organization's Governance, Risk, and Compliance (GRC) or similar platform, as defined in the policy snippets?","The GRC or similar platform must document and inventory all third parties that store or process the organization's technology systems or data, maintain a complete data inventory of all data stored or processed by such third-parties, and document the demographics of all such third parties (such as business owner, criticality, whether data is shared).",complex,SANS_Third_Party_Management_Policy_April2025.pdf|SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0168,"What is the process for determining which cybersecurity safeguards are mandatory for third-party vendors, and how is this information communicated to the vendors?","The organization's third-party contract language includes provisions requiring all third parties to implement cybersecurity safeguards, with provisions defining which safeguards are mandatory and which are optional.  This information is communicated to the vendors in the agreed-upon contract terms, ensuring clarity on the required cybersecurity measures.",complex,SANS_Third_Party_Management_Policy_April2025.pdf|SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0169,"According to the policies, how is an organization's third-party contract language used to assess the cybersecurity posture of a third party?","The policies outline a comprehensive process for evaluating third-party cybersecurity, including the mandatory implementation of safeguards, regular assessments, monitoring, and a criticality-based cybersecurity rating. The contracts are used to ensure that each third party understands and agrees to these requirements, including the specific safeguards, their implementation status, and the associated risks.",complex,SANS_Third_Party_Management_Policy_April2025.pdf|SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards|Safeguards,2|3,False
COMP0170,"According to the policy, what are the two primary ways the organization can track vulnerabilities in its systems, and what is the purpose of this tracking?","The organization can track vulnerabilities in its systems through vulnerability management system agents and/or authenticated scans. This tracking is essential for monitoring the progress of remediation efforts over time, ensuring the organization stays informed about open vulnerabilities, and reporting these vulnerabilities to relevant stakeholders, including technical staff, business unit staff, and business leadership staff.",complex,SANS_Vulnerability_Management_Policy_April2025.pdf|SANS_Vulnerability_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0171,What are the potential consequences for an employee who violates this policy regarding cybersecurity?,"Non-compliance with this policy may result in disciplinary action in line with our corporation's human resources procedures, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.  Individuals could be subject to legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Vulnerability_Management_Policy_April2025.pdf|SANS_Vulnerability_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
