qa_id,input_text,target_text,source_standard,source_doc,control_id,question_type,difficulty
QA_A820_010,"Soru: Ağ donanımlarının güvenli yapılandırılmaması hangi riski doğurur?","Varsayılan şifrelerin kalması, açık yönetim portları veya hatalı ACL'ler saldırganların ağa sızmasına yol açabilir.",ISO27001,ISO_27001_AnnexA,ISO_8.20,risk,zor
QA_A820_011,"Soru: DDoS koruma mekanizmaları neden gereklidir?","Ağ kaynaklarının aşırı trafikle çökertilmesini önleyerek hizmet sürekliliğini sağlar.",ISO27001,ISO_27001_AnnexA,ISO_8.20,prosedür,orta
QA_A820_012,"Soru: Ağ güvenlik kontrollerinin düzenli gözden geçirilmesi ne sağlar?","Yeni tehditlere karşı uyum sağlar, yanlış yapılandırmaları tespit eder ve ağ savunmasının güncel kalmasını sağlar.",ISO27001,ISO_27001_AnnexA,ISO_8.20,süreç,kolay
QA_A821_001,"Soru: ISO 27001 A.8.21'e göre güvenli ağ hizmetlerinin amacı nedir?","Ağ üzerinden sunulan servislerin gizliliğini, bütünlüğünü ve güvenli kullanımını sağlamak için uygun güvenlik önlemlerinin uygulanmasıdır.",ISO27001,ISO_27001_AnnexA,ISO_8.21,tanım,kolay
QA_A821_002,"Soru: Güvensiz ağ protokollerinin (FTP, Telnet vb.) kullanılmaya devam edilmesi neden risklidir?","Bu protokoller şifreleme kullanmadığından saldırganlar trafiği dinleyerek parolaları ve hassas bilgileri ele geçirebilir.",ISO27001,ISO_27001_AnnexA,ISO_8.21,risk,orta
QA_A821_003,"Soru: TLS/SSL gibi şifreleme protokollerinin etkin kullanımı neden gereklidir?","Ağ üzerinde iletilen verilerin gizliliğini korur ve ortadaki adam (MITM) saldırılarını engeller.",ISO27001,ISO_27001_AnnexA,ISO_8.21,prosedür,kolay
QA_A821_004,"Soru: Ağ servisleri için sertifika yönetimi neden önemlidir?","Yanlış veya sahte sertifikalar kullanıcıları sahte sunuculara yönlendirebilir; bu nedenle sertifika geçerliliği ve güven zinciri kontrol edilmelidir.",ISO27001,ISO_27001_AnnexA,ISO_8.21,tanım,orta
QA_A821_005,"Soru: Yönetim trafiğinin (admin access) şifrelenmemesi ne gibi risk oluşturur?","Saldırganlar yönetici oturumunu ele geçirip tüm sistemi kontrol altına alabilir.",ISO27001,ISO_27001_AnnexA,ISO_8.21,risk,zor
QA_A821_006,"Soru: Güvenli ağ hizmetlerinin tasarımında 'en az yetki' prensibi neden uygulanmalıdır?","Her servis yalnızca gerekli kaynaklara erişerek saldırı yüzeyini azaltır ve ihlal etkisi minimize edilir.",ISO27001,ISO_27001_AnnexA,ISO_8.21,prosedür,orta
QA_A821_007,"Soru: Servis yapılandırmalarının düzenli olarak gözden geçirilmesi ne sağlar?","Yanlış yapılandırmaların erken tespiti, gereksiz açık portların kapatılması ve yeni tehditlere uyum sağlanması mümkün olur.",ISO27001,ISO_27001_AnnexA,ISO_8.21,süreç,kolay
QA_A821_008,"Soru: Ağ hizmetlerinin izlenmesi (monitoring) neden önemlidir?","Şüpheli bağlantılar, yetkisiz erişimler ve anormal servis davranışları erken tespit edilir.",ISO27001,ISO_27001_AnnexA,ISO_8.21,tanım,orta
QA_A822_001,"Soru: ISO 27001 A.8.22'ye göre güvenli web servislerinin amacı nedir?","Web tabanlı hizmetlerin gizlilik, bütünlük ve kullanılabilirliğini korumak için uygun güvenlik kontrollerinin uygulanmasını sağlamaktır.",ISO27001,ISO_27001_AnnexA,ISO_8.22,tanım,kolay
QA_A822_002,"Soru: Web servislerinde HTTPS kullanılmaması hangi riski doğurur?","Veriler şifrelenmeden iletildiğinden saldırganlar trafiği dinleyerek kimlik bilgilerini veya hassas verileri ele geçirebilir.",ISO27001,ISO_27001_AnnexA,ISO_8.22,risk,kolay
QA_A822_003,"Soru: API anahtarlarının kod içinde düz metin olarak tutulması neden tehlikelidir?","Anahtarlar kolayca çalınabilir ve saldırganlar API üzerinde yetkisiz işlem yapabilir.",ISO27001,ISO_27001_AnnexA,ISO_8.22,risk,orta
QA_A822_004,"Soru: Input validation uygulanmaması hangi saldırılara yol açabilir?","SQL Injection, XSS, Command Injection gibi OWASP top riskleri ortaya çıkabilir.",ISO27001,ISO_27001_AnnexA,ISO_8.22,risk,zor
QA_A822_005,"Soru: Web servislerinde rate limiting uygulanmasının amacı nedir?","Brute-force saldırılarını, API kötüye kullanımını ve hizmet aşırı yüklenmesini engellemektir.",ISO27001,ISO_27001_AnnexA,ISO_8.22,prosedür,orta
QA_A822_006,"Soru: JWT veya access token’larının süresinin kısa tutulması neden gereklidir?","Token ele geçirilse bile kısa sürede geçersiz olmasını sağlayarak saldırı etkisini sınırlar.",ISO27001,ISO_27001_AnnexA,ISO_8.22,tanım,orta
QA_A822_007,"Soru: Web servislerinde CORS konfigürasyonu neden önemlidir?","Yanlış CORS ayarları hassas verilerin kötü niyetli domainlere aktarılmasına neden olabilir.",ISO27001,ISO_27001_AnnexA,ISO_8.22,risk,orta
QA_A822_008,"Soru: API erişimlerinde rol tabanlı yetkilendirme uygulanması ne sağlar?","Kullanıcıların yalnızca yetkili oldukları verilere erişmesini sağlayarak veri sızıntısı ve yetki kötüye kullanımını engeller.",ISO27001,ISO_27001_AnnexA,ISO_8.22,prosedür,kolay
QA_A822_009,"Soru: Web servis loglarının tutulması neden kritiktir?","Yetkisiz istekler, saldırı girişimleri ve API hataları analiz edilebilir; olay tepkisi hızlanır.",ISO27001,ISO_27001_AnnexA,ISO_8.22,süreç,orta
QA_A822_010,"Soru: Web servis güvenlik testlerinin düzenli yapılması neden gereklidir?","Yeni güvenlik açıklarının tespiti, konfigürasyon hatalarının belirlenmesi ve tehditlere karşı güncel kalınması için zorunludur.",ISO27001,ISO_27001_AnnexA,ISO_8.22,prosedür,zor
QA_A823_001,"Soru: ISO 27001 A.8.23'e göre kriptografinin güvenli kullanılmasının amacı nedir?","Bilgilerin gizliliğini, bütünlüğünü ve gerektiğinde doğrulanabilirliğini sağlamak için uygun ve güvenli kriptografik kontrollerin uygulanmasıdır.",ISO27001,ISO_27001_AnnexA,ISO_8.23,tanım,kolay
QA_A823_002,"Soru: Zayıf veya eski kripto algoritmalarının kullanılması neden risklidir?","Saldırganlar bu algoritmaları kolayca kırabilir, şifrelenmiş veriye erişebilir veya bütünlük kontrolünü atlatabilir.",ISO27001,ISO_27001_AnnexA,ISO_8.23,risk,orta
QA_A823_003,"Soru: Kripto anahtar yönetimi neden kritik bir süreçtir?","Anahtarların güvenli üretilmesi, depolanması, dağıtılması ve düzenli olarak yenilenmesi şifreleme güvenliğinin temelini oluşturur.",ISO27001,ISO_27001_AnnexA,ISO_8.23,prosedür,zor
QA_A823_004,"Soru: Kriptografik politikaların dokümante edilmesi ne sağlar?","Hangi algoritmaların kullanılacağını, anahtar uzunluklarını, saklama yöntemlerini ve kullanım kurallarını standartlaştırarak tutarlı bir güvenlik çerçevesi oluşturur.",ISO27001,ISO_27001_AnnexA,ISO_8.23,süreç,orta
QA_A911_001,"Soru: ISO 27001 A.9.1'e göre erişim kontrol politikasının amacı nedir?","Bilgi varlıklarına erişimin iş gereksinimlerine, risklere ve en az yetki prensibine göre yönetilmesini sağlamaktır.",ISO27001,ISO_27001_AnnexA,ISO_9.1,tanım,kolay
QA_A911_002,"Soru: Neden kurumların erişim kontrol politikasını yazılı hale getirmesi gerekir?","Tutarlılık sağlamak, denetlenebilir olmak ve tüm kullanıcıların uyması gereken kuralları netleştirmek için gereklidir.",ISO27001,ISO_27001_AnnexA,ISO_9.1,prosedür,kolay
QA_A911_003,"Soru: Erişim kontrol politikasında hangi temel bileşenler bulunmalıdır?","Kimlik doğrulama, yetkilendirme, yönetici hakları, parola kuralları, erişim gözden geçirme ve özel erişim yönetimi gibi konular yer almalıdır.",ISO27001,ISO_27001_AnnexA,ISO_9.1,prosedür,orta
QA_A911_004,"Soru: Erişim kontrol politikasının düzenli olarak güncellenmesi neden önemlidir?","Yeni tehditler, teknolojik değişiklikler ve organizasyon yapısındaki güncellemeler doğrultusunda politikanın güncel kalması gerekir.",ISO27001,ISO_27001_AnnexA,ISO_9.1,süreç,orta
QA_A911_005,"Soru: Erişim kontrol politikasının iş birimlerine özel olarak tanımlanması neden gerekebilir?","Farklı birimlerin farklı erişim gereksinimleri vardır; bu nedenle erişim hakları iş rolüne göre belirlenmelidir.",ISO27001,ISO_27001_AnnexA,ISO_9.1,tanım,kolay
QA_A911_006,"Soru: Erişim kontrol politikasının ihlal edilmesi hangi riskleri doğurur?","Yetkisiz erişim, veri sızıntısı, kimlik hırsızlığı, bütünlük ihlali ve kritik iş süreçlerinin durmasına yol açabilir.",ISO27001,ISO_27001_AnnexA,ISO_9.1,risk,orta
QA_A911_007,"Soru: Politika içindeki 'en az yetki' prensibi neden önemlidir?","Kullanıcıların yalnızca ihtiyaç duydukları kaynaklara erişmesini sağlayarak yetki kötüye kullanımını ve saldırı etkisini azaltır.",ISO27001,ISO_27001_AnnexA,ISO_9.1,tanım,kolay
QA_A911_008,"Soru: Politika kapsamında erişim taleplerinin onay mekanizması neden zorunludur?","Doğru kişiye doğru yetkinin verilmesini sağlar ve yanlış yetkilendirmeleri önler.",ISO27001,ISO_27001_AnnexA,ISO_9.1,prosedür,kolay
QA_A911_009,"Soru: Erişim kontrol politikasının tüm çalışanlara duyurulması hangi faydayı sağlar?","Kuralların bilinmesini, yanlış davranışların azaltılmasını ve güvenlik farkındalığının artmasını sağlar.",ISO27001,ISO_27001_AnnexA,ISO_9.1,süreç,kolay
QA_A911_010,"Soru: Erişim kontrol politikasının diğer güvenlik politikalarıyla uyumlu olması neden gerekir?","Çelişkilerin önüne geçmek, tutarlı bir güvenlik yönetimi oluşturmak ve risklerin bütünsel olarak ele alınmasını sağlamak için gereklidir.",ISO27001,ISO_27001_AnnexA,ISO_9.1,süreç,orta
QA_A912_001,"Soru: ISO 27001 A.9.1 kapsamında kimlik yönetiminin amacı nedir?","Kullanıcıların sistemlerde benzersiz olarak tanımlanmasını ve erişim haklarının kimlik doğruluğuna göre yönetilmesini sağlamaktır.",ISO27001,ISO_27001_AnnexA,ISO_9.1,tanım,kolay
QA_A912_002,"Soru: Her kullanıcının benzersiz bir kullanıcı kimliğine sahip olması neden önemlidir?","Hangi işlemin kim tarafından yapıldığının izlenmesini sağlar ve hesap paylaşımını engeller.",ISO27001,ISO_27001_AnnexA,ISO_9.1,prosedür,kolay
QA_A912_003,"Soru: Merkezi kimlik yönetim sistemleri (AD, IAM vb.) neden tercih edilir?","Kimlik doğrulama süreçlerini standartlaştırır, erişim yönetimini kolaylaştırır ve güvenlik denetimlerini güçlendirir.",ISO27001,ISO_27001_AnnexA,ISO_9.1,tanım,orta
QA_A912_004,"Soru: Kimlik yaşam döngüsü yönetimi neyi kapsar?","Kullanıcı oluşturma, değiştirme, askıya alma ve silme süreçlerinin güvenli bir şekilde yönetilmesini kapsar.",ISO27001,ISO_27001_AnnexA,ISO_9.1,prosedür,orta
QA_A912_005,"Soru: Hesap paylaşımı neden yasaklanmalıdır?","Sorumluluk takibi ortadan kalkar, denetim imkânsız hale gelir ve yetkisiz erişim riski artar.",ISO27001,ISO_27001_AnnexA,ISO_9.1,risk,kolay
QA_A912_006,"Soru: Kimlik doğrulama yöntemlerinin çeşitlendirilmesi neden gereklidir?","Farklı risk seviyelerine uygun güvenlik sağlar ve tek bir yöntemin zafiyetlerinden kaynaklanan riskleri azaltır.",ISO27001,ISO_27001_AnnexA,ISO_9.1,prosedür,orta
QA_A912_007,"Soru: Servis hesaplarının yönetimi neden diğer hesaplara göre daha kritiktir?","Bu hesaplar genellikle geniş yetkilere sahiptir; yanlış yönetim sistem bütünlüğünü ve güvenliğini etkileyebilir.",ISO27001,ISO_27001_AnnexA,ISO_9.1,risk,zor
QA_A912_008,"Soru: Federated identity (SSO) kullanımı ne gibi avantajlar sağlar?","Kullanıcı deneyimini iyileştirir, parola yorgunluğunu azaltır ve kimlik doğrulama süreçlerini merkezi hâle getirir.",ISO27001,ISO_27001_AnnexA,ISO_9.1,tanım,orta
QA_A912_009,"Soru: Kullanıcı kimlik bilgilerinin korunmaması hangi riskleri doğurur?","Kimlik avı, hesap ele geçirme, yetkisiz erişim ve veri ihlallerine yol açabilir.",ISO27001,ISO_27001_AnnexA,ISO_9.1,risk,orta
QA_A912_010,"Soru: Kimlik yönetim süreçlerinin dokümante edilmesi neden gereklidir?","Standart uygulamayı sağlar, hataların önüne geçer ve denetimlerde izlenebilirlik sunar.",ISO27001,ISO_27001_AnnexA,ISO_9.1,süreç,kolay
QA_A913_001,"Soru: ISO 27001 A.9.1 kapsamında yetkilendirme sürecinin amacı nedir?","Kullanıcıların iş gereksinimlerine uygun erişim haklarına sahip olmasını ve gereksiz yetkilerin engellenmesini sağlamaktır.",ISO27001,ISO_27001_AnnexA,ISO_9.1,tanım,kolay
QA_A913_002,"Soru: Yetki verilmeden önce iş gerekçesi doğrulanması neden zorunludur?","Kritik sistemlere gereksiz erişim verilmesini önleyerek riskleri azaltır ve en az yetki prensibini destekler.",ISO27001,ISO_27001_AnnexA,ISO_9.1,prosedür,orta
QA_A913_003,"Soru: Erişim taleplerinin onaylanması için çok seviyeli onay mekanizması kullanılmasının avantajı nedir?","Yetki suistimalini azaltır, yanlış veya kötü niyetli taleplerin fark edilmesini sağlar.",ISO27001,ISO_27001_AnnexA,ISO_9.1,prosedür,orta
QA_A913_004,"Soru: Yetkilendirme sürecinin dokümante edilmemesi hangi riski doğurur?","Tutarsız yetki atamaları, denetlenemeyen süreçler ve yanlış yetkilendirme ihtimali ortaya çıkar.",ISO27001,ISO_27001_AnnexA,ISO_9.1,risk,kolay
QA_A913_005,"Soru: Ayrıcalıklı erişim taleplerinin daha sıkı kontrol edilmesi neden gereklidir?","Bu erişimler sistem üzerinde geniş etkiye sahip olduğundan yanlış kullanım ciddi güvenlik olaylarına yol açabilir.",ISO27001,ISO_27001_AnnexA,ISO_9.1,risk,zor
QA_A913_006,"Soru: Erişim haklarının rol bazlı olarak atanması ne sağlar?","Erişimlerin iş görevlerine göre standartlaştırılmasını ve yönetimin kolaylaşmasını sağlar.",ISO27001,ISO_27001_AnnexA,ISO_9.1,tanım,kolay
QA_A913_007,"Soru: Yetkilendirme sürecinde görevler ayrılığı neden önemlidir?","Aynı kişinin hem talep edip hem onay vermesi engellenerek yetki kötüye kullanım riski azaltılır.",ISO27001,ISO_27001_AnnexA,ISO_9.1,prosedür,orta
QA_A913_008,"Soru: Geçici yetkilerin zaman sınırlı verilmesi neden gereklidir?","Sadece ihtiyaç duyulan süre boyunca yetki kullanımına izin vererek gereksiz riskleri azaltır.",ISO27001,ISO_27001_AnnexA,ISO_9.1,prosedür,kolay
QA_A913_009,"Soru: Yetki değişikliklerinin kaydedilmesi neden zorunludur?","Kimlere hangi yetkinin ne zaman verildiği veya kaldırıldığının izlenmesi denetim ve olay inceleme açısından kritik önem taşır.",ISO27001,ISO_27001_AnnexA,ISO_9.1,süreç,orta
QA_A913_010,"Soru: Yanlış yetkilendirme yapılması hangi güvenlik sorunlarına yol açabilir?","Veri sızıntısı, kritik sistem manipülasyonu, yetki kötüye kullanımı ve hesap ele geçirme etkisinin büyümesi gibi sonuçlar doğabilir.",ISO27001,ISO_27001_AnnexA,ISO_9.1,risk,zor
QA_A914_001,"Soru: Privilege management'ın temel amacı nedir?","Ayrıcalıklı hesapların kontrollü şekilde yönetilmesini ve yalnızca gerekli durumlarda yüksek yetki kullanımını sağlamaktır.",ISO27001,ISO_27001_AnnexA,ISO_9.1,tanım,kolay
QA_A914_002,"Soru: Ayrıcalıklı erişim neden yüksek risk taşır?","Admin hesapları sistem üzerinde tam kontrol sağlayabilir; kötüye kullanım durumunda veri kaybı, manipülasyon veya kesinti yaşanabilir.",ISO27001,ISO_27001_AnnexA,ISO_9.1,risk,zor
QA_A914_003,"Soru: Privileged Access Management (PAM) çözümleri hangi faydayı sağlar?","Ayrıcalıklı oturumların izlenmesi, kaydedilmesi, geçici yetki verilmesi ve kimlik doğrulamanın güçlendirilmesini sağlar.",ISO27001,ISO_27001_AnnexA,ISO_9.1,prosedür,orta
QA_A914_004,"Soru: Ayrıcalıklı hesaplarda çok faktörlü kimlik doğrulama neden zorunludur?","Hesabın ele geçirilmesi durumunda saldırganın sistem üzerinde sınırsız yetkiye sahip olmasını engellemek için ekstra güvenlik katmanı sağlar.",ISO27001,ISO_27001_AnnexA,ISO_9.1,tanım,orta
QA_A914_005,"Soru: Paylaşılan admin hesaplarının kullanılması neden yasaklanmalıdır?","İzlenebilirlik kaybolur, hangi işlemin kim tarafından yapıldığı tespit edilemez ve kötüye kullanım riski artar.",ISO27001,ISO_27001_AnnexA,ISO_9.1,risk,kolay
QA_A921_001,"Soru: ISO 27001 A.9.2 kapsamında kullanıcı kayıt sürecinin amacı nedir?","Sisteme erişimi olacak her kullanıcının resmi ve doğrulanmış bir süreçle hesap sahibi olmasını sağlamak ve yetkisiz hesap açılmasını engellemektir.",ISO27001,ISO_27001_AnnexA,ISO_9.2,tanım,kolay
QA_A921_002,"Soru: Kullanıcı oluşturma sürecinde kimlik doğrulaması neden zorunludur?","Sisteme erişim alacak kişinin gerçek ve yetkili bir kişi olduğunun doğrulanması için gereklidir.",ISO27001,ISO_27001_AnnexA,ISO_9.2,prosedür,orta
QA_A921_003,"Soru: Kullanıcı kayıt sürecinin dokümante edilmemesi hangi riski doğurur?","Tutarsız hesap oluşturma, yetkisiz erişim, sahte kullanıcı hesapları ve güvenlik açıkları ortaya çıkar.",ISO27001,ISO_27001_AnnexA,ISO_9.2,risk,orta
QA_A921_004,"Soru: Kullanıcı hesaplarının yalnızca iş gereksinimine göre oluşturulması neden önemlidir?","Gereksiz hesap açılması engellenir ve güvenlik riskleri azaltılır.",ISO27001,ISO_27001_AnnexA,ISO_9.2,tanım,kolay
QA_A921_005,"Soru: Deregistration (kullanıcı hesabının kapatılması) süreci neden kritik kabul edilir?","Kurumdan ayrılan veya görev değişikliği yaşayan kişilerin sistemlere erişiminin devam etmesi ciddi güvenlik ihlallerine yol açabilir.",ISO27001,ISO_27001_AnnexA,ISO_9.2,risk,zor
QA_A921_006,"Soru: Offboarding sırasında erişimlerin anında kapatılmaması hangi riske yol açar?","Eski çalışanların sistemlere erişmesi, veri sızıntısı, sabotaj veya yetki kötüye kullanımı gerçekleşebilir.",ISO27001,ISO_27001_AnnexA,ISO_9.2,risk,orta
QA_A921_007,"Soru: Kullanıcı kaydı açılırken iş birimi yöneticisinin onayı neden gereklidir?","Erişimin gerçekten iş gereksinimine dayanıp dayanmadığını doğrulamak için onay mekanizması zorunludur.",ISO27001,ISO_27001_AnnexA,ISO_9.2,prosedür,kolay
QA_A921_008,"Soru: İstenmeyen veya kullanılmayan kullanıcı hesaplarının düzenli olarak silinmesi ne sağlar?","Saldırı yüzeyinin azalmasını, hesap ele geçirme riskinin düşmesini ve erişim kontrolünün güncel kalmasını sağlar.",ISO27001,ISO_27001_AnnexA,ISO_9.2,süreç,kolay
QA_A921_009,"Soru: Kullanıcı hesaplarının açılışı ve kapanışı için tek bir merkezi süreç kullanılması neden önemlidir?","Standartlaştırılmış ve denetlenebilir erişim yönetimi sağlar, hataları ve yetki suistimalini azaltır.",ISO27001,ISO_27001_AnnexA,ISO_9.2,prosedür,orta
QA_A921_010,"Soru: Sistem erişimlerinin kapatılması gecikirse olay müdahalesi açısından ne tür sorunlar oluşur?","İzinsiz erişimler fark edilemez, sorumluluk belirsizleşir ve adli analizde olayın kaynağı tespit edilemeyebilir.",ISO27001,ISO_27001_AnnexA,ISO_9.2,risk,zor
QA_A922_001,"Soru: Access provisioning sürecinin temel amacı nedir?","Kullanıcıların iş rollerine uygun erişim haklarının doğru, zamanında ve kontrollü şekilde atanmasını sağlamaktır.",ISO27001,ISO_27001_AnnexA,ISO_9.2,tanım,kolay
QA_A922_002,"Soru: Erişim taleplerinin onay mekanizmasından geçmesi neden zorunludur?","Yanlış veya yetkisiz erişimlerin verilmesini önleyerek güvenlik risklerini azaltır.",ISO27001,ISO_27001_AnnexA,ISO_9.2,prosedür,kolay
QA_A922_003,"Soru: Rol tabanlı erişim modeli (RBAC) access provisioning sürecine nasıl katkı sağlar?","Standart erişim setleri tanımlanarak yetki verme hataları azalır ve süreç daha hızlı ve tutarlı hale gelir.",ISO27001,ISO_27001_AnnexA,ISO_9.2,tanım,orta
QA_A922_004,"Soru: Erişim taleplerinin kayıt altına alınması neden önemlidir?","Kimlere ne zaman, hangi gerekçeyle erişim verildiği izlenebilir ve denetimler sırasında kanıt sağlar.",ISO27001,ISO_27001_AnnexA,ISO_9.2,süreç,orta
QA_A922_005,"Soru: Access provisioning sürecinde görevler ayrılığı neden uygulanmalıdır?","Aynı kişinin talep oluşturup onay vermesi engellenerek yetki kötüye kullanımı riski azaltılır.",ISO27001,ISO_27001_AnnexA,ISO_9.2,prosedür,orta
QA_A922_006,"Soru: Acil durum erişimlerinin (break-glass accounts) kontrolsüz verilmesi hangi riski doğurur?","Saldırganlara geniş yetkili hesaplara erişme imkânı sağlayabilir ve sistem bütünlüğünü tehlikeye atabilir.",ISO27001,ISO_27001_AnnexA,ISO_9.2,risk,zor
QA_A922_007,"Soru: İş değişikliği yapan bir çalışanın erişim haklarının güncellenmemesi ne gibi sonuçlar doğurabilir?","Yetkisiz erişim, veri sızıntısı ve görevler ayrılığı ihlali gibi riskler oluşur.",ISO27001,ISO_27001_AnnexA,ISO_9.2,risk,orta
QA_A922_008,"Soru: Access provisioning sürecinde otomasyon kullanılması hangi avantajları sağlar?","Hata oranını azaltır, işlemleri hızlandırır ve denetlenebilirliği artırır.",ISO27001,ISO_27001_AnnexA,ISO_9.2,prosedür,kolay
QA_A922_009,"Soru: Yetki atamalarının sadece talep üzerine yapılması neden gereklidir?","Yetki şişmesini önler ve kullanıcıların gereksiz erişimlere sahip olmasının önüne geçer.",ISO27001,ISO_27001_AnnexA,ISO_9.2,tanım,kolay
QA_A922_010,"Soru: Access provisioning sürecinin zayıf olması hangi güvenlik problemlerine yol açabilir?","Yetkisiz erişim, veri kaybı, kötüye kullanım, denetim zorlukları ve ihlal riskinin artması gibi sorunlar ortaya çıkar.",ISO27001,ISO_27001_AnnexA,ISO_9.2,risk,zor
QA_A923_001,"Soru: ISO 27001 A.9.2 kapsamında erişim gözden geçirme sürecinin amacı nedir?","Kullanıcıların sahip olduğu erişim haklarının iş gereksinimleriyle uyumlu olup olmadığını düzenli olarak doğrulamaktır.",ISO27001,ISO_27001_AnnexA,ISO_9.2,tanım,kolay
QA_A923_002,"Soru: Erişimlerin düzenli gözden geçirilmemesi hangi riski doğurur?","Gereksiz ve yetkisiz erişimlerin birikmesi (privilege creep) güvenlik ihlallerine yol açabilir.",ISO27001,ISO_27001_AnnexA,ISO_9.2,risk,orta
QA_A923_003,"Soru: Erişim gözden geçirme neden rol bazlı yapılmalıdır?","Her rolün standart erişim seti belirlenir ve anomali tespiti kolaylaşır.",ISO27001,ISO_27001_AnnexA,ISO_9.2,prosedür,kolay
QA_A923_004,"Soru: Erişim gözden geçirme sürecine yöneticilerin dahil edilmesi neden gereklidir?","Yöneticiler çalışanların güncel görevlerini bilir ve hangi erişimlerin gerekli olduğuna en doğru şekilde karar verebilir.",ISO27001,ISO_27001_AnnexA,ISO_9.2,süreç,orta
QA_A923_005,"Soru: Ayrıcalıklı hesapların gözden geçirilmesi neden daha sık yapılmalıdır?","Bu hesaplar kritik sistemlere eriştiği için yanlış yetkiler çok daha büyük etkilere yol açabilir.",ISO27001,ISO_27001_AnnexA,ISO_9.2,risk,zor
QA_A923_006,"Soru: Erişim gözden geçirme sırasında tespit edilen gereksiz yetkilerin derhal kaldırılması neden önemlidir?","Kötüye kullanım ihtimalini en aza indirir ve saldırı yüzeyini küçültür.",ISO27001,ISO_27001_AnnexA,ISO_9.2,prosedür,kolay
QA_A923_007,"Soru: Erişim gözden geçirme sonuçlarının kayıt altına alınması ne sağlar?","Denetimlerde kanıt sunar, yetki değişikliklerinin izlenmesini mümkün kılar ve hesap verebilirliği artırır.",ISO27001,ISO_27001_AnnexA,ISO_9.2,süreç,orta
QA_A923_008,"Soru: Otomatik erişim gözden geçirme araçlarının kullanılmasının avantajı nedir?","Yetki anomalilerini otomatik olarak tespit eder, süreçleri hızlandırır ve insan hatasını azaltır.",ISO27001,ISO_27001_AnnexA,ISO_9.2,prosedür,kolay
QA_A923_009,"Soru: Erişim gözden geçirme sıklığı nasıl belirlenmelidir?","Risk seviyesine, sistem kritikliğine ve mevzuat gereksinimlerine bağlı olarak belirlenmelidir.",ISO27001,ISO_27001_AnnexA,ISO_9.2,tanım,orta
QA_A923_010,"Soru: Erişim gözden geçirme eksik yapılırsa olay müdahalesi üzerinde nasıl bir etkisi olur?","Gerçek kullanıcı ile yetki sahibi kullanıcı arasında uyumsuzluk oluşur ve olay analizlerinde sorumluluk karışıklığı ortaya çıkar.",ISO27001,ISO_27001_AnnexA,ISO_9.2,risk,zor
QA_A924_001,"Soru: ISO 27001'e göre erişim haklarının zamanında kaldırılmasının amacı nedir?","Kurumdan ayrılan veya rolü değişen kişilerin sistemlere yetkisiz erişimini engellemek ve güvenlik risklerini azaltmaktır.",ISO27001,ISO_27001_AnnexA,ISO_9.2,tanım,kolay
QA_A924_002,"Soru: Erişim hakları kaldırılmadığında ortaya çıkan en kritik risk nedir?","Eski kullanıcıların sistemlere erişmeye devam etmesi nedeniyle veri sızıntısı ve sabotaj riski artar.",ISO27001,ISO_27001_AnnexA,ISO_9.2,risk,zor
QA_A924_003,"Soru: Departman değiştiren bir çalışanın eski yetkilerinin kaldırılması neden gereklidir?","Eski rol için verilen erişimler görevler ayrılığı ihlali ve yetki kötüye kullanımı riskleri oluşturabilir.",ISO27001,ISO_27001_AnnexA,ISO_9.2,prosedür,orta
QA_A924_004,"Soru: Offboarding sürecinde IT biriminin hızlı aksiyon alması neden önemlidir?","Erişimlerin gecikmeli kapatılması durumunda kullanıcı aktif erişimle veri çekebilir veya sistemleri manipüle edebilir.",ISO27001,ISO_27001_AnnexA,ISO_9.2,risk,orta
QA_A924_005,"Soru: Erişim kaldırma işlemlerinin kayıt altına alınması ne sağlar?","Denetim izlerinin oluşturulmasını, sürecin doğrulanabilir olmasını ve olası olaylarda geriye dönük inceleme yapılabilmesini sağlar.",ISO27001,ISO_27001_AnnexA,ISO_9.2,süreç,kolay
QA_A924_006,"Soru: Otomatik erişim kapatma mekanizmalarının kullanılmasının avantajı nedir?","İnsan hatasını azaltır, işlemleri hızlandırır ve erişimlerin eksiksiz şekilde kapatılmasını sağlar.",ISO27001,ISO_27001_AnnexA,ISO_9.2,prosedür,kolay
QA_A924_007,"Soru: Üçüncü taraf çalışanların erişim haklarının sona ermesi neden ayrıca takip edilmelidir?","Sözleşme bittikten sonra devam eden erişimler dış kaynaklı veri ihlali riskini ciddi derecede artırır.",ISO27001,ISO_27001_AnnexA,ISO_9.2,risk,orta
QA_A924_008,"Soru: Yetkilerin zamanında kaldırılmaması güvenlik denetimlerini nasıl etkiler?","Yetki sahipliği ile rol uyumu bozulur, uygunsuzluklar artar ve denetim bulguları ortaya çıkar.",ISO27001,ISO_27001_AnnexA,ISO_9.2,süreç,orta
QA_A924_009,"Soru: Paylaşılan hesapların bulunduğu ortamlarda erişim kaldırma neden daha zordur?","Kimin hangi erişime sahip olduğunun ayrıştırılamaması nedeniyle hesap kapatma işlemleri riskli ve karmaşık hale gelir.",ISO27001,ISO_27001_AnnexA,ISO_9.2,tanım,zor
